agent, num_iperfs, port_number, original_size, transferred, received, retries, flow_completion_time, bandwidth, iter
B,4,46116,10M,10.8,8.73,123.0,55.58,1.63
B,4,46116,10M,10.4,7.8,50.0,25.66,3.39
B,4,46116,10M,10.2,6.77,190.0,34.0,2.51
B,4,46116,10M,10.5,8.57,291.0,90.69,0.9453125
B,4,46116,10M,10.1,8.22,111.0,26.0,3.25
B,4,46116,50M,50.5,41.0,1124.0,104.0,4.07
B,4,46116,50M,50.3,39.9,1213.0,155.0,2.72
B,4,46116,50M,50.2,46.1,775.0,146.0,2.89
B,4,46116,50M,50.9,44.4,2827.0,115.96,3.68
B,4,46116,50M,50.2,38.4,2281.0,93.0,4.53
B,4,46110,50M,50.9,42.5,747.0,55.0,7.76
B,4,46110,50M,50.7,36.3,4369.0,56.0,7.59
B,4,46110,50M,50.7,42.2,586.0,71.0,5.99
B,4,46110,50M,50.5,38.7,453.0,62.0,6.83
B,4,46110,50M,50.3,44.3,1629.0,182.0,2.32
B,4,46112,50M,50.3,43.3,1726.0,103.0,4.09
B,4,46112,50M,50.4,47.1,874.0,152.0,2.78
B,4,46112,50M,50.9,40.0,1768.0,144.0,2.96
B,4,46112,50M,50.3,45.3,2320.0,154.0,2.74
B,4,46112,50M,50.9,43.7,1621.0,159.0,2.68
B,4,46114,50M,50.6,42.3,1076.0,188.0,2.26
B,4,46114,50M,50.5,39.8,746.0,137.0,3.09
B,4,46114,50M,51.1,42.8,2830.0,183.0,2.34
B,4,46114,50M,50.6,40.1,2957.0,127.0,3.34
B,4,46114,50M,51.2,47.4,534.0,158.0,2.72
B,4,46112,100M,101.0,93.9,11681.0,312.0,2.7
B,4,46110,100M,100.0,92.6,9086.0,230.0,3.66
