Step; State; Reward
  4.68   0.     0.     0.     0.     0.    ]]; [0.]
5933; [[0.2932 4.72   0.     0.2952 0.     0.     4.69   4.68   0.2903 4.68
  4.68   0.     0.     0.     0.     0.    ]]; [0.]
5934; [[0.2932 4.72   0.     0.2952 0.     0.     4.69   4.68   0.2903 4.68
  4.68   0.     0.     0.     0.     0.    ]]; [0.]
5935; [[0.2932 4.72   0.     0.2952 0.     0.     4.69   4.68   0.2903 4.68
  4.68   0.     0.     0.     0.     0.    ]]; [0.]
5936; [[0.2932 4.72   0.     0.2952 0.     0.     4.69   4.68   0.2903 4.68
  4.68   0.     0.     0.     0.     0.    ]]; [0.]
5937; [[0.2932 4.72   0.     0.2952 0.     0.     4.69   4.68   0.2903 4.68
  4.68   0.     0.     0.     0.     0.    ]]; [0.]
5938; [[0.2932 4.72   0.     0.2952 0.     0.     4.69   4.68   0.2903 4.68
  4.68   0.     0.     0.     0.     0.    ]]; [0.]
5939; [[0.2932 4.72   0.     0.2952 0.     0.     4.69   4.68   0.2903 4.68
  4.68   0.     0.     0.     0.     0.    ]]; [0.]
5940; [[0.2932 4.72   0.     0.2952 0.     0.     4.69   4.68   0.2903 4.68
  4.68   0.     0.     0.     0.     0.    ]]; [0.]
5941; [[0.2932 4.72   0.     0.2952 0.     0.     4.69   4.68   0.2903 4.68
  4.68   0.     0.     0.     0.     0.    ]]; [0.]
5942; [[0.2932 4.72   0.     0.2952 0.     0.     4.69   4.68   0.2903 4.68
  4.68   0.     0.     0.     0.     0.    ]]; [0.]
5943; [[0.2932 4.72   0.     0.2952 0.     0.     4.69   4.68   0.2903 4.68
  4.68   0.     0.     0.     0.     0.    ]]; [0.]
5944; [[0.2932 4.72   0.     0.2952 0.     0.     4.69   4.68   0.2903 4.68
  4.68   0.     0.     0.     0.     0.    ]]; [0.]
5945; [[0.2932 4.72   0.     0.2952 0.     0.     4.69   4.68   0.2903 4.68
  4.68   0.     0.     0.     0.     0.    ]]; [0.]
5946; [[0.2932 4.72   0.     0.2952 0.     0.     4.69   4.68   0.2903 4.68
  4.68   0.     0.     0.     0.     0.    ]]; [0.]
5947; [[0.2932 4.72   0.     0.2952 0.     0.     4.69   4.68   0.2903 4.68
  4.68   0.     0.     0.     0.     0.    ]]; [0.]
5948; [[0.2932 4.72   0.     0.2952 0.     0.     4.69   4.68   0.2903 4.68
  4.68   0.     0.     0.     0.     0.    ]]; [0.]
5949; [[0.2932 4.72   0.     0.2952 0.     0.     4.69   4.68   0.2903 4.68
  4.68   0.     0.     0.     0.     0.    ]]; [0.]
5950; [[0.2932 4.72   0.     0.2952 0.     0.     4.69   4.68   0.2903 4.68
  4.68   0.     0.     0.     0.     0.    ]]; [0.]
5951; [[0.2932 4.72   0.     0.2952 0.     0.     4.69   4.68   0.2903 4.68
  4.68   0.     0.     0.     0.     0.    ]]; [0.]
5952; [[0.2932 4.72   0.     0.2952 0.     0.     4.69   4.68   0.2903 4.68
  4.68   0.     0.     0.     0.     0.    ]]; [0.]
5953; [[0.2932 4.72   0.     0.2952 0.     0.     4.69   4.68   0.2903 4.68
  4.68   0.     0.     0.     0.     0.    ]]; [0.]
5954; [[0.2932 4.72   0.     0.2952 0.     0.     4.69   4.68   0.2903 4.68
  4.68   0.     0.     0.     0.     0.    ]]; [0.]
5955; [[0.2932 4.72   0.     0.2952 0.     0.     4.69   4.68   0.2903 4.68
  4.68   0.     0.     0.     0.     0.    ]]; [0.]
5956; [[0.2932 4.72   0.     0.2952 0.     0.     4.69   4.68   0.2903 4.68
  4.68   0.     0.     0.     0.     0.    ]]; [0.]
5957; [[0.2932 4.72   0.     0.2952 0.     0.     4.69   4.68   0.2903 4.68
  4.68   0.     0.     0.     0.     0.    ]]; [0.]
5958; [[0.2805 2.205  0.     0.2844 0.     0.     4.32   4.48   0.2898 4.48
  4.48   0.     0.     0.     0.     0.    ]]; [0.]
5959; [[0.2805 2.205  0.     0.2844 0.     0.     4.32   4.48   0.2898 4.48
  4.48   0.     0.     0.     0.     0.    ]]; [0.]
5960; [[0.2805 2.205  0.     0.2844 0.     0.     4.32   4.48   0.2898 4.48
  4.48   0.     0.     0.     0.     0.    ]]; [0.]
5961; [[0.2805 2.205  0.     0.2844 0.     0.     4.32   4.48   0.2898 4.48
  4.48   0.     0.     0.     0.     0.    ]]; [0.]
5962; [[0.2805 2.205  0.     0.2844 0.     0.     4.32   4.48   0.2898 4.48
  4.48   0.     0.     0.     0.     0.    ]]; [0.]
5963; [[0.2805 2.205  0.     0.2844 0.     0.     4.32   4.48   0.2898 4.48
  4.48   0.     0.     0.     0.     0.    ]]; [0.]
5964; [[0.2805 2.205  0.     0.2844 0.     0.     4.32   4.48   0.2898 4.48
  4.48   0.     0.     0.     0.     0.    ]]; [0.]
5965; [[0.2805 2.205  0.     0.2844 0.     0.     4.32   4.48   0.2898 4.48
  4.48   0.     0.     0.     0.     0.    ]]; [0.]
5966; [[0.2805 2.205  0.     0.2844 0.     0.     4.32   4.48   0.2898 4.48
  4.48   0.     0.     0.     0.     0.    ]]; [0.]
5967; [[0.2805 2.205  0.     0.2844 0.     0.     4.32   4.48   0.2898 4.48
  4.48   0.     0.     0.     0.     0.    ]]; [0.]
5968; [[0.2805 2.205  0.     0.2844 0.     0.     4.32   4.48   0.2898 4.48
  4.48   0.     0.     0.     0.     0.    ]]; [0.]
5969; [[0.2805 2.205  0.     0.2844 0.     0.     4.32   4.48   0.2898 4.48
  4.48   0.     0.     0.     0.     0.    ]]; [0.]
5970; [[0.2805 2.205  0.     0.2844 0.     0.     4.32   4.48   0.2898 4.48
  4.48   0.     0.     0.     0.     0.    ]]; [0.]
5971; [[0.2805 2.205  0.     0.2844 0.     0.     4.32   4.48   0.2898 4.48
  4.48   0.     0.     0.     0.     0.    ]]; [0.]
5972; [[0.2805 2.205  0.     0.2844 0.     0.     4.32   4.48   0.2898 4.48
  4.48   0.     0.     0.     0.     0.    ]]; [0.]
5973; [[0.2805 2.205  0.     0.2844 0.     0.     4.32   4.48   0.2898 4.48
  4.48   0.     0.     0.     0.     0.    ]]; [0.]
5974; [[0.2805 2.205  0.     0.2844 0.     0.     4.32   4.48   0.2898 4.48
  4.48   0.     0.     0.     0.     0.    ]]; [0.]
5975; [[0.2805 2.205  0.     0.2844 0.     0.     4.32   4.48   0.2898 4.48
  4.48   0.     0.     0.     0.     0.    ]]; [0.]
5976; [[0.2805 2.205  0.     0.2844 0.     0.     4.32   4.48   0.2898 4.48
  4.48   0.     0.     0.     0.     0.    ]]; [0.]
5977; [[0.2805 2.205  0.     0.2844 0.     0.     4.32   4.48   0.2898 4.48
  4.48   0.     0.     0.     0.     0.    ]]; [0.]
5978; [[0.2805 2.205  0.     0.2844 0.     0.     4.32   4.48   0.2898 4.48
  4.48   0.     0.     0.     0.     0.    ]]; [0.]
5979; [[1.637e-01 6.688e+00 1.431e-04 1.836e-01 1.431e-04 1.431e-04 4.879e+00
  5.371e+00 1.809e-01 5.367e+00 5.367e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
5980; [[1.637e-01 6.688e+00 1.431e-04 1.836e-01 1.431e-04 1.431e-04 4.879e+00
  5.371e+00 1.809e-01 5.367e+00 5.367e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
5981; [[1.637e-01 6.688e+00 1.431e-04 1.836e-01 1.431e-04 1.431e-04 4.879e+00
  5.371e+00 1.809e-01 5.367e+00 5.367e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
5982; [[1.637e-01 6.688e+00 1.431e-04 1.836e-01 1.431e-04 1.431e-04 4.879e+00
  5.371e+00 1.809e-01 5.367e+00 5.367e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
5983; [[1.637e-01 6.688e+00 1.431e-04 1.836e-01 1.431e-04 1.431e-04 4.879e+00
  5.371e+00 1.809e-01 5.367e+00 5.367e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
5984; [[1.637e-01 6.688e+00 1.431e-04 1.836e-01 1.431e-04 1.431e-04 4.879e+00
  5.371e+00 1.809e-01 5.367e+00 5.367e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
5985; [[1.637e-01 6.688e+00 1.431e-04 1.836e-01 1.431e-04 1.431e-04 4.879e+00
  5.371e+00 1.809e-01 5.367e+00 5.367e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
5986; [[1.637e-01 6.688e+00 1.431e-04 1.836e-01 1.431e-04 1.431e-04 4.879e+00
  5.371e+00 1.809e-01 5.367e+00 5.367e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
5987; [[1.637e-01 6.688e+00 1.431e-04 1.836e-01 1.431e-04 1.431e-04 4.879e+00
  5.371e+00 1.809e-01 5.367e+00 5.367e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
5988; [[1.637e-01 6.688e+00 1.431e-04 1.836e-01 1.431e-04 1.431e-04 4.879e+00
  5.371e+00 1.809e-01 5.367e+00 5.367e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
5989; [[1.637e-01 6.688e+00 1.431e-04 1.836e-01 1.431e-04 1.431e-04 4.879e+00
  5.371e+00 1.809e-01 5.367e+00 5.367e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
5990; [[1.637e-01 6.688e+00 1.431e-04 1.836e-01 1.431e-04 1.431e-04 4.879e+00
  5.371e+00 1.809e-01 5.367e+00 5.367e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
5991; [[1.637e-01 6.688e+00 1.431e-04 1.836e-01 1.431e-04 1.431e-04 4.879e+00
  5.371e+00 1.809e-01 5.367e+00 5.367e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
5992; [[1.637e-01 6.688e+00 1.431e-04 1.836e-01 1.431e-04 1.431e-04 4.879e+00
  5.371e+00 1.809e-01 5.367e+00 5.367e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
5993; [[1.637e-01 6.688e+00 1.431e-04 1.836e-01 1.431e-04 1.431e-04 4.879e+00
  5.371e+00 1.809e-01 5.367e+00 5.367e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
5994; [[1.637e-01 6.688e+00 1.431e-04 1.836e-01 1.431e-04 1.431e-04 4.879e+00
  5.371e+00 1.809e-01 5.367e+00 5.367e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
5995; [[1.637e-01 6.688e+00 1.431e-04 1.836e-01 1.431e-04 1.431e-04 4.879e+00
  5.371e+00 1.809e-01 5.367e+00 5.367e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
5996; [[1.637e-01 6.688e+00 1.431e-04 1.836e-01 1.431e-04 1.431e-04 4.879e+00
  5.371e+00 1.809e-01 5.367e+00 5.367e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
5997; [[1.637e-01 6.688e+00 1.431e-04 1.836e-01 1.431e-04 1.431e-04 4.879e+00
  5.371e+00 1.809e-01 5.367e+00 5.367e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
5998; [[1.637e-01 6.688e+00 1.431e-04 1.836e-01 1.431e-04 1.431e-04 4.879e+00
  5.371e+00 1.809e-01 5.367e+00 5.367e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
5999; [[1.637e-01 6.688e+00 1.431e-04 1.836e-01 1.431e-04 1.431e-04 4.879e+00
  5.371e+00 1.809e-01 5.367e+00 5.367e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
6000; [[1.637e-01 6.688e+00 1.431e-04 1.836e-01 1.431e-04 1.431e-04 4.879e+00
  5.371e+00 1.809e-01 5.367e+00 5.367e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
6001; [[1.637e-01 6.688e+00 1.431e-04 1.836e-01 1.431e-04 1.431e-04 4.879e+00
  5.371e+00 1.809e-01 5.367e+00 5.367e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
6002; [[1.637e-01 6.688e+00 1.431e-04 1.836e-01 1.431e-04 1.431e-04 4.879e+00
  5.371e+00 1.809e-01 5.367e+00 5.367e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
6003; [[1.637e-01 6.688e+00 1.431e-04 1.836e-01 1.431e-04 1.431e-04 4.879e+00
  5.371e+00 1.809e-01 5.367e+00 5.367e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
6004; [[1.637e-01 6.688e+00 1.431e-04 1.836e-01 1.431e-04 1.431e-04 4.879e+00
  5.371e+00 1.809e-01 5.367e+00 5.367e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
6005; [[0.1066 5.89   0.     0.1064 0.     0.     5.543  5.523  0.108  5.52
  5.52   0.     0.     0.     0.     0.    ]]; [0.]
6006; [[0.1066 5.89   0.     0.1064 0.     0.     5.543  5.523  0.108  5.52
  5.52   0.     0.     0.     0.     0.    ]]; [0.]
6007; [[0.1066 5.89   0.     0.1064 0.     0.     5.543  5.523  0.108  5.52
  5.52   0.     0.     0.     0.     0.    ]]; [0.]
6008; [[0.1066 5.89   0.     0.1064 0.     0.     5.543  5.523  0.108  5.52
  5.52   0.     0.     0.     0.     0.    ]]; [0.]
6009; [[0.1066 5.89   0.     0.1064 0.     0.     5.543  5.523  0.108  5.52
  5.52   0.     0.     0.     0.     0.    ]]; [0.]
6010; [[0.1066 5.89   0.     0.1064 0.     0.     5.543  5.523  0.108  5.52
  5.52   0.     0.     0.     0.     0.    ]]; [0.]
6011; [[0.1066 5.89   0.     0.1064 0.     0.     5.543  5.523  0.108  5.52
  5.52   0.     0.     0.     0.     0.    ]]; [0.]
6012; [[0.1066 5.89   0.     0.1064 0.     0.     5.543  5.523  0.108  5.52
  5.52   0.     0.     0.     0.     0.    ]]; [0.]
6013; [[0.1066 5.89   0.     0.1064 0.     0.     5.543  5.523  0.108  5.52
  5.52   0.     0.     0.     0.     0.    ]]; [0.]
6014; [[0.1066 5.89   0.     0.1064 0.     0.     5.543  5.523  0.108  5.52
  5.52   0.     0.     0.     0.     0.    ]]; [0.]
6015; [[0.1066 5.89   0.     0.1064 0.     0.     5.543  5.523  0.108  5.52
  5.52   0.     0.     0.     0.     0.    ]]; [0.]
6016; [[0.1066 5.89   0.     0.1064 0.     0.     5.543  5.523  0.108  5.52
  5.52   0.     0.     0.     0.     0.    ]]; [0.]
6017; [[0.1066 5.89   0.     0.1064 0.     0.     5.543  5.523  0.108  5.52
  5.52   0.     0.     0.     0.     0.    ]]; [0.]
6018; [[0.1066 5.89   0.     0.1064 0.     0.     5.543  5.523  0.108  5.52
  5.52   0.     0.     0.     0.     0.    ]]; [0.]
6019; [[0.1066 5.89   0.     0.1064 0.     0.     5.543  5.523  0.108  5.52
  5.52   0.     0.     0.     0.     0.    ]]; [0.]
6020; [[0.0765 6.445  0.     0.0757 0.     0.     4.395  4.086  0.0756 4.086
  4.086  0.     0.     0.     0.     0.    ]]; [0.]
6021; [[0.0765 6.445  0.     0.0757 0.     0.     4.395  4.086  0.0756 4.086
  4.086  0.     0.     0.     0.     0.    ]]; [0.]
6022; [[0.0765 6.445  0.     0.0757 0.     0.     4.395  4.086  0.0756 4.086
  4.086  0.     0.     0.     0.     0.    ]]; [0.]
6023; [[0.0765 6.445  0.     0.0757 0.     0.     4.395  4.086  0.0756 4.086
  4.086  0.     0.     0.     0.     0.    ]]; [0.]
6024; [[0.0765 6.445  0.     0.0757 0.     0.     4.395  4.086  0.0756 4.086
  4.086  0.     0.     0.     0.     0.    ]]; [0.]
6025; [[0.0765 6.445  0.     0.0757 0.     0.     4.395  4.086  0.0756 4.086
  4.086  0.     0.     0.     0.     0.    ]]; [0.]
6026; [[0.0765 6.445  0.     0.0757 0.     0.     4.395  4.086  0.0756 4.086
  4.086  0.     0.     0.     0.     0.    ]]; [0.]
6027; [[0.0765 6.445  0.     0.0757 0.     0.     4.395  4.086  0.0756 4.086
  4.086  0.     0.     0.     0.     0.    ]]; [0.]
6028; [[0.0765 6.445  0.     0.0757 0.     0.     4.395  4.086  0.0756 4.086
  4.086  0.     0.     0.     0.     0.    ]]; [0.]
6029; [[0.0765 6.445  0.     0.0757 0.     0.     4.395  4.086  0.0756 4.086
  4.086  0.     0.     0.     0.     0.    ]]; [0.]
6030; [[0.0765 6.445  0.     0.0757 0.     0.     4.395  4.086  0.0756 4.086
  4.086  0.     0.     0.     0.     0.    ]]; [0.]
6031; [[0.0765 6.445  0.     0.0757 0.     0.     4.395  4.086  0.0756 4.086
  4.086  0.     0.     0.     0.     0.    ]]; [0.]
6032; [[0.0765 6.445  0.     0.0757 0.     0.     4.395  4.086  0.0756 4.086
  4.086  0.     0.     0.     0.     0.    ]]; [0.]
6033; [[0.0765 6.445  0.     0.0757 0.     0.     4.395  4.086  0.0756 4.086
  4.086  0.     0.     0.     0.     0.    ]]; [0.]
6034; [[0.0765 6.445  0.     0.0757 0.     0.     4.395  4.086  0.0756 4.086
  4.086  0.     0.     0.     0.     0.    ]]; [0.]
6035; [[0.0765 6.445  0.     0.0757 0.     0.     4.395  4.086  0.0756 4.086
  4.086  0.     0.     0.     0.     0.    ]]; [0.]
6036; [[0.0765 6.445  0.     0.0757 0.     0.     4.395  4.086  0.0756 4.086
  4.086  0.     0.     0.     0.     0.    ]]; [0.]
6037; [[0.0765 6.445  0.     0.0757 0.     0.     4.395  4.086  0.0756 4.086
  4.086  0.     0.     0.     0.     0.    ]]; [0.]
6038; [[0.0765 6.445  0.     0.0757 0.     0.     4.395  4.086  0.0756 4.086
  4.086  0.     0.     0.     0.     0.    ]]; [0.]
6039; [[0.0765 6.445  0.     0.0757 0.     0.     4.395  4.086  0.0756 4.086
  4.086  0.     0.     0.     0.     0.    ]]; [0.]
6040; [[0.0765 6.445  0.     0.0757 0.     0.     4.395  4.086  0.0756 4.086
  4.086  0.     0.     0.     0.     0.    ]]; [0.]
6041; [[0.0765 6.445  0.     0.0757 0.     0.     4.395  4.086  0.0756 4.086
  4.086  0.     0.     0.     0.     0.    ]]; [0.]
6042; [[0.0765 6.445  0.     0.0757 0.     0.     4.395  4.086  0.0756 4.086
  4.086  0.     0.     0.     0.     0.    ]]; [0.]
6043; [[1.5137e-01 5.3398e+00 1.1444e-04 1.5063e-01 1.1444e-04 1.1444e-04
  4.4258e+00 4.4883e+00 1.5173e-01 4.4883e+00 4.4883e+00 1.1444e-04
  1.1444e-04 1.1444e-04 2.4033e-04 1.1444e-04]]; [0.]
6044; [[1.5137e-01 5.3398e+00 1.1444e-04 1.5063e-01 1.1444e-04 1.1444e-04
  4.4258e+00 4.4883e+00 1.5173e-01 4.4883e+00 4.4883e+00 1.1444e-04
  1.1444e-04 1.1444e-04 2.4033e-04 1.1444e-04]]; [0.]
6045; [[1.5137e-01 5.3398e+00 1.1444e-04 1.5063e-01 1.1444e-04 1.1444e-04
  4.4258e+00 4.4883e+00 1.5173e-01 4.4883e+00 4.4883e+00 1.1444e-04
  1.1444e-04 1.1444e-04 2.4033e-04 1.1444e-04]]; [0.]
6046; [[1.5137e-01 5.3398e+00 1.1444e-04 1.5063e-01 1.1444e-04 1.1444e-04
  4.4258e+00 4.4883e+00 1.5173e-01 4.4883e+00 4.4883e+00 1.1444e-04
  1.1444e-04 1.1444e-04 2.4033e-04 1.1444e-04]]; [0.]
6047; [[1.5137e-01 5.3398e+00 1.1444e-04 1.5063e-01 1.1444e-04 1.1444e-04
  4.4258e+00 4.4883e+00 1.5173e-01 4.4883e+00 4.4883e+00 1.1444e-04
  1.1444e-04 1.1444e-04 2.4033e-04 1.1444e-04]]; [0.]
6048; [[1.5137e-01 5.3398e+00 1.1444e-04 1.5063e-01 1.1444e-04 1.1444e-04
  4.4258e+00 4.4883e+00 1.5173e-01 4.4883e+00 4.4883e+00 1.1444e-04
  1.1444e-04 1.1444e-04 2.4033e-04 1.1444e-04]]; [0.]
6049; [[1.5137e-01 5.3398e+00 1.1444e-04 1.5063e-01 1.1444e-04 1.1444e-04
  4.4258e+00 4.4883e+00 1.5173e-01 4.4883e+00 4.4883e+00 1.1444e-04
  1.1444e-04 1.1444e-04 2.4033e-04 1.1444e-04]]; [0.]
6050; [[1.5137e-01 5.3398e+00 1.1444e-04 1.5063e-01 1.1444e-04 1.1444e-04
  4.4258e+00 4.4883e+00 1.5173e-01 4.4883e+00 4.4883e+00 1.1444e-04
  1.1444e-04 1.1444e-04 2.4033e-04 1.1444e-04]]; [0.]
6051; [[1.5137e-01 5.3398e+00 1.1444e-04 1.5063e-01 1.1444e-04 1.1444e-04
  4.4258e+00 4.4883e+00 1.5173e-01 4.4883e+00 4.4883e+00 1.1444e-04
  1.1444e-04 1.1444e-04 2.4033e-04 1.1444e-04]]; [0.]
6052; [[1.5137e-01 5.3398e+00 1.1444e-04 1.5063e-01 1.1444e-04 1.1444e-04
  4.4258e+00 4.4883e+00 1.5173e-01 4.4883e+00 4.4883e+00 1.1444e-04
  1.1444e-04 1.1444e-04 2.4033e-04 1.1444e-04]]; [0.]
6053; [[1.5137e-01 5.3398e+00 1.1444e-04 1.5063e-01 1.1444e-04 1.1444e-04
  4.4258e+00 4.4883e+00 1.5173e-01 4.4883e+00 4.4883e+00 1.1444e-04
  1.1444e-04 1.1444e-04 2.4033e-04 1.1444e-04]]; [0.]
6054; [[1.5137e-01 5.3398e+00 1.1444e-04 1.5063e-01 1.1444e-04 1.1444e-04
  4.4258e+00 4.4883e+00 1.5173e-01 4.4883e+00 4.4883e+00 1.1444e-04
  1.1444e-04 1.1444e-04 2.4033e-04 1.1444e-04]]; [0.]
6055; [[1.5137e-01 5.3398e+00 1.1444e-04 1.5063e-01 1.1444e-04 1.1444e-04
  4.4258e+00 4.4883e+00 1.5173e-01 4.4883e+00 4.4883e+00 1.1444e-04
  1.1444e-04 1.1444e-04 2.4033e-04 1.1444e-04]]; [0.]
6056; [[1.5137e-01 5.3398e+00 1.1444e-04 1.5063e-01 1.1444e-04 1.1444e-04
  4.4258e+00 4.4883e+00 1.5173e-01 4.4883e+00 4.4883e+00 1.1444e-04
  1.1444e-04 1.1444e-04 2.4033e-04 1.1444e-04]]; [0.]
6057; [[1.5137e-01 5.3398e+00 1.1444e-04 1.5063e-01 1.1444e-04 1.1444e-04
  4.4258e+00 4.4883e+00 1.5173e-01 4.4883e+00 4.4883e+00 1.1444e-04
  1.1444e-04 1.1444e-04 2.4033e-04 1.1444e-04]]; [0.]
6058; [[1.5137e-01 5.3398e+00 1.1444e-04 1.5063e-01 1.1444e-04 1.1444e-04
  4.4258e+00 4.4883e+00 1.5173e-01 4.4883e+00 4.4883e+00 1.1444e-04
  1.1444e-04 1.1444e-04 2.4033e-04 1.1444e-04]]; [0.]
6059; [[1.5137e-01 5.3398e+00 1.1444e-04 1.5063e-01 1.1444e-04 1.1444e-04
  4.4258e+00 4.4883e+00 1.5173e-01 4.4883e+00 4.4883e+00 1.1444e-04
  1.1444e-04 1.1444e-04 2.4033e-04 1.1444e-04]]; [0.]
6060; [[1.5137e-01 5.3398e+00 1.1444e-04 1.5063e-01 1.1444e-04 1.1444e-04
  4.4258e+00 4.4883e+00 1.5173e-01 4.4883e+00 4.4883e+00 1.1444e-04
  1.1444e-04 1.1444e-04 2.4033e-04 1.1444e-04]]; [0.]
6061; [[1.5137e-01 5.3398e+00 1.1444e-04 1.5063e-01 1.1444e-04 1.1444e-04
  4.4258e+00 4.4883e+00 1.5173e-01 4.4883e+00 4.4883e+00 1.1444e-04
  1.1444e-04 1.1444e-04 2.4033e-04 1.1444e-04]]; [0.]
6062; [[1.5137e-01 5.3398e+00 1.1444e-04 1.5063e-01 1.1444e-04 1.1444e-04
  4.4258e+00 4.4883e+00 1.5173e-01 4.4883e+00 4.4883e+00 1.1444e-04
  1.1444e-04 1.1444e-04 2.4033e-04 1.1444e-04]]; [0.]
6063; [[1.5137e-01 5.3398e+00 1.1444e-04 1.5063e-01 1.1444e-04 1.1444e-04
  4.4258e+00 4.4883e+00 1.5173e-01 4.4883e+00 4.4883e+00 1.1444e-04
  1.1444e-04 1.1444e-04 2.4033e-04 1.1444e-04]]; [0.]
6064; [[1.5137e-01 5.3398e+00 1.1444e-04 1.5063e-01 1.1444e-04 1.1444e-04
  4.4258e+00 4.4883e+00 1.5173e-01 4.4883e+00 4.4883e+00 1.1444e-04
  1.1444e-04 1.1444e-04 2.4033e-04 1.1444e-04]]; [0.]
6065; [[1.5137e-01 5.3398e+00 1.1444e-04 1.5063e-01 1.1444e-04 1.1444e-04
  4.4258e+00 4.4883e+00 1.5173e-01 4.4883e+00 4.4883e+00 1.1444e-04
  1.1444e-04 1.1444e-04 2.4033e-04 1.1444e-04]]; [0.]
6066; [[0.3213 5.848  0.     0.3223 0.     0.     5.34   5.19   0.3213 5.19
  5.19   0.     0.     0.     0.     0.    ]]; [0.]
6067; [[0.3213 5.848  0.     0.3223 0.     0.     5.34   5.19   0.3213 5.19
  5.19   0.     0.     0.     0.     0.    ]]; [0.]
6068; [[0.3213 5.848  0.     0.3223 0.     0.     5.34   5.19   0.3213 5.19
  5.19   0.     0.     0.     0.     0.    ]]; [0.]
6069; [[0.3213 5.848  0.     0.3223 0.     0.     5.34   5.19   0.3213 5.19
  5.19   0.     0.     0.     0.     0.    ]]; [0.]
6070; [[0.3213 5.848  0.     0.3223 0.     0.     5.34   5.19   0.3213 5.19
  5.19   0.     0.     0.     0.     0.    ]]; [0.]
6071; [[0.3213 5.848  0.     0.3223 0.     0.     5.34   5.19   0.3213 5.19
  5.19   0.     0.     0.     0.     0.    ]]; [0.]
6072; [[0.3213 5.848  0.     0.3223 0.     0.     5.34   5.19   0.3213 5.19
  5.19   0.     0.     0.     0.     0.    ]]; [0.]
6073; [[0.3213 5.848  0.     0.3223 0.     0.     5.34   5.19   0.3213 5.19
  5.19   0.     0.     0.     0.     0.    ]]; [0.]
6074; [[0.3213 5.848  0.     0.3223 0.     0.     5.34   5.19   0.3213 5.19
  5.19   0.     0.     0.     0.     0.    ]]; [0.]
6075; [[0.3213 5.848  0.     0.3223 0.     0.     5.34   5.19   0.3213 5.19
  5.19   0.     0.     0.     0.     0.    ]]; [0.]
6076; [[0.3213 5.848  0.     0.3223 0.     0.     5.34   5.19   0.3213 5.19
  5.19   0.     0.     0.     0.     0.    ]]; [0.]
6077; [[0.3213 5.848  0.     0.3223 0.     0.     5.34   5.19   0.3213 5.19
  5.19   0.     0.     0.     0.     0.    ]]; [0.]
6078; [[0.3213 5.848  0.     0.3223 0.     0.     5.34   5.19   0.3213 5.19
  5.19   0.     0.     0.     0.     0.    ]]; [0.]
6079; [[0.3213 5.848  0.     0.3223 0.     0.     5.34   5.19   0.3213 5.19
  5.19   0.     0.     0.     0.     0.    ]]; [0.]
6080; [[0.3213 5.848  0.     0.3223 0.     0.     5.34   5.19   0.3213 5.19
  5.19   0.     0.     0.     0.     0.    ]]; [0.]
6081; [[0.3213 5.848  0.     0.3223 0.     0.     5.34   5.19   0.3213 5.19
  5.19   0.     0.     0.     0.     0.    ]]; [0.]
