Step; State; Reward
156; [[0.335 7.805 0.    0.323 0.    0.    7.74  7.727 0.33  7.727 7.727 0.
  0.    0.    0.    0.   ]]; [0.]
157; [[0.335 7.805 0.    0.323 0.    0.    7.74  7.727 0.33  7.727 7.727 0.
  0.    0.    0.    0.   ]]; [0.]
158; [[0.335 7.805 0.    0.323 0.    0.    7.74  7.727 0.33  7.727 7.727 0.
  0.    0.    0.    0.   ]]; [0.]
159; [[0.335 7.805 0.    0.323 0.    0.    7.74  7.727 0.33  7.727 7.727 0.
  0.    0.    0.    0.   ]]; [0.]
160; [[0.335 7.805 0.    0.323 0.    0.    7.74  7.727 0.33  7.727 7.727 0.
  0.    0.    0.    0.   ]]; [0.]
161; [[0.335 7.805 0.    0.323 0.    0.    7.74  7.727 0.33  7.727 7.727 0.
  0.    0.    0.    0.   ]]; [0.]
162; [[0.335 7.805 0.    0.323 0.    0.    7.74  7.727 0.33  7.727 7.727 0.
  0.    0.    0.    0.   ]]; [0.]
163; [[0.335 7.805 0.    0.323 0.    0.    7.74  7.727 0.33  7.727 7.727 0.
  0.    0.    0.    0.   ]]; [0.]
164; [[0.335 7.805 0.    0.323 0.    0.    7.74  7.727 0.33  7.727 7.727 0.
  0.    0.    0.    0.   ]]; [0.]
165; [[0.335 7.805 0.    0.323 0.    0.    7.74  7.727 0.33  7.727 7.727 0.
  0.    0.    0.    0.   ]]; [0.]
166; [[0.335 7.805 0.    0.323 0.    0.    7.74  7.727 0.33  7.727 7.727 0.
  0.    0.    0.    0.   ]]; [0.]
167; [[0.335 7.805 0.    0.323 0.    0.    7.74  7.727 0.33  7.727 7.727 0.
  0.    0.    0.    0.   ]]; [0.]
168; [[ 0.3372 11.13    0.      0.3464  0.      0.     11.13   11.11    0.346
  11.11   11.11    0.      0.      0.      0.      0.    ]]; [0.]
169; [[ 0.3372 11.13    0.      0.3464  0.      0.     11.13   11.11    0.346
  11.11   11.11    0.      0.      0.      0.      0.    ]]; [0.]
170; [[ 0.3372 11.13    0.      0.3464  0.      0.     11.13   11.11    0.346
  11.11   11.11    0.      0.      0.      0.      0.    ]]; [0.]
171; [[ 0.3372 11.13    0.      0.3464  0.      0.     11.13   11.11    0.346
  11.11   11.11    0.      0.      0.      0.      0.    ]]; [0.]
172; [[ 0.3372 11.13    0.      0.3464  0.      0.     11.13   11.11    0.346
  11.11   11.11    0.      0.      0.      0.      0.    ]]; [0.]
173; [[ 0.3372 11.13    0.      0.3464  0.      0.     11.13   11.11    0.346
  11.11   11.11    0.      0.      0.      0.      0.    ]]; [0.]
174; [[ 0.3372 11.13    0.      0.3464  0.      0.     11.13   11.11    0.346
  11.11   11.11    0.      0.      0.      0.      0.    ]]; [0.]
175; [[ 0.3372 11.13    0.      0.3464  0.      0.     11.13   11.11    0.346
  11.11   11.11    0.      0.      0.      0.      0.    ]]; [0.]
176; [[ 0.3372 11.13    0.      0.3464  0.      0.     11.13   11.11    0.346
  11.11   11.11    0.      0.      0.      0.      0.    ]]; [0.]
177; [[ 0.3372 11.13    0.      0.3464  0.      0.     11.13   11.11    0.346
  11.11   11.11    0.      0.      0.      0.      0.    ]]; [0.]
178; [[ 0.3372 11.13    0.      0.3464  0.      0.     11.13   11.11    0.346
  11.11   11.11    0.      0.      0.      0.      0.    ]]; [0.]
179; [[ 0.3372 11.13    0.      0.3464  0.      0.     11.13   11.11    0.346
  11.11   11.11    0.      0.      0.      0.      0.    ]]; [0.]
180; [[ 0.3372 11.13    0.      0.3464  0.      0.     11.13   11.11    0.346
  11.11   11.11    0.      0.      0.      0.      0.    ]]; [0.]
181; [[ 0.3372 11.13    0.      0.3464  0.      0.     11.13   11.11    0.346
  11.11   11.11    0.      0.      0.      0.      0.    ]]; [0.]
182; [[ 0.3372 11.13    0.      0.3464  0.      0.     11.13   11.11    0.346
  11.11   11.11    0.      0.      0.      0.      0.    ]]; [0.]
183; [[ 0.3372 11.13    0.      0.3464  0.      0.     11.13   11.11    0.346
  11.11   11.11    0.      0.      0.      0.      0.    ]]; [0.]
184; [[ 0.3372 11.13    0.      0.3464  0.      0.     11.13   11.11    0.346
  11.11   11.11    0.      0.      0.      0.      0.    ]]; [0.]
185; [[ 0.3372 11.13    0.      0.3464  0.      0.     11.13   11.11    0.346
  11.11   11.11    0.      0.      0.      0.      0.    ]]; [0.]
186; [[ 0.3372 11.13    0.      0.3464  0.      0.     11.13   11.11    0.346
  11.11   11.11    0.      0.      0.      0.      0.    ]]; [0.]
187; [[ 0.3372 11.13    0.      0.3464  0.      0.     11.13   11.11    0.346
  11.11   11.11    0.      0.      0.      0.      0.    ]]; [0.]
188; [[ 0.3372 11.13    0.      0.3464  0.      0.     11.13   11.11    0.346
  11.11   11.11    0.      0.      0.      0.      0.    ]]; [0.]
189; [[ 0.3372 11.13    0.      0.3464  0.      0.     11.13   11.11    0.346
  11.11   11.11    0.      0.      0.      0.      0.    ]]; [0.]
190; [[ 0.3372 11.13    0.      0.3464  0.      0.     11.13   11.11    0.346
  11.11   11.11    0.      0.      0.      0.      0.    ]]; [0.]
191; [[ 0.3372 11.13    0.      0.3464  0.      0.     11.13   11.11    0.346
  11.11   11.11    0.      0.      0.      0.      0.    ]]; [0.]
192; [[ 0.3372 11.13    0.      0.3464  0.      0.     11.13   11.11    0.346
  11.11   11.11    0.      0.      0.      0.      0.    ]]; [0.]
193; [[ 0.3372 11.13    0.      0.3464  0.      0.     11.13   11.11    0.346
  11.11   11.11    0.      0.      0.      0.      0.    ]]; [0.]
194; [[ 0.2996 12.38    0.      0.305   0.      0.     10.49   10.5     0.3054
  10.5    10.5     0.      0.      0.      0.      0.    ]]; [0.]
195; [[ 0.2996 12.38    0.      0.305   0.      0.     10.49   10.5     0.3054
  10.5    10.5     0.      0.      0.      0.      0.    ]]; [0.]
196; [[ 0.2996 12.38    0.      0.305   0.      0.     10.49   10.5     0.3054
  10.5    10.5     0.      0.      0.      0.      0.    ]]; [0.]
197; [[ 0.2996 12.38    0.      0.305   0.      0.     10.49   10.5     0.3054
  10.5    10.5     0.      0.      0.      0.      0.    ]]; [0.]
198; [[ 0.2996 12.38    0.      0.305   0.      0.     10.49   10.5     0.3054
  10.5    10.5     0.      0.      0.      0.      0.    ]]; [0.]
199; [[ 0.2996 12.38    0.      0.305   0.      0.     10.49   10.5     0.3054
  10.5    10.5     0.      0.      0.      0.      0.    ]]; [0.]
200; [[ 0.2996 12.38    0.      0.305   0.      0.     10.49   10.5     0.3054
  10.5    10.5     0.      0.      0.      0.      0.    ]]; [0.]
201; [[ 0.2996 12.38    0.      0.305   0.      0.     10.49   10.5     0.3054
  10.5    10.5     0.      0.      0.      0.      0.    ]]; [0.]
202; [[ 0.2996 12.38    0.      0.305   0.      0.     10.49   10.5     0.3054
  10.5    10.5     0.      0.      0.      0.      0.    ]]; [0.]
203; [[ 0.2996 12.38    0.      0.305   0.      0.     10.49   10.5     0.3054
  10.5    10.5     0.      0.      0.      0.      0.    ]]; [0.]
204; [[ 0.2996 12.38    0.      0.305   0.      0.     10.49   10.5     0.3054
  10.5    10.5     0.      0.      0.      0.      0.    ]]; [0.]
205; [[ 0.2996 12.38    0.      0.305   0.      0.     10.49   10.5     0.3054
  10.5    10.5     0.      0.      0.      0.      0.    ]]; [0.]
206; [[ 0.2996 12.38    0.      0.305   0.      0.     10.49   10.5     0.3054
  10.5    10.5     0.      0.      0.      0.      0.    ]]; [0.]
207; [[ 0.2996 12.38    0.      0.305   0.      0.     10.49   10.5     0.3054
  10.5    10.5     0.      0.      0.      0.      0.    ]]; [0.]
208; [[ 0.2996 12.38    0.      0.305   0.      0.     10.49   10.5     0.3054
  10.5    10.5     0.      0.      0.      0.      0.    ]]; [0.]
209; [[ 0.2996 12.38    0.      0.305   0.      0.     10.49   10.5     0.3054
  10.5    10.5     0.      0.      0.      0.      0.    ]]; [0.]
210; [[ 0.2996 12.38    0.      0.305   0.      0.     10.49   10.5     0.3054
  10.5    10.5     0.      0.      0.      0.      0.    ]]; [0.]
211; [[ 0.2996 12.38    0.      0.305   0.      0.     10.49   10.5     0.3054
  10.5    10.5     0.      0.      0.      0.      0.    ]]; [0.]
212; [[ 0.2996 12.38    0.      0.305   0.      0.     10.49   10.5     0.3054
  10.5    10.5     0.      0.      0.      0.      0.    ]]; [0.]
213; [[ 0.2996 12.38    0.      0.305   0.      0.     10.49   10.5     0.3054
  10.5    10.5     0.      0.      0.      0.      0.    ]]; [0.]
214; [[ 0.2996 12.38    0.      0.305   0.      0.     10.49   10.5     0.3054
  10.5    10.5     0.      0.      0.      0.      0.    ]]; [0.]
215; [[ 0.2996 12.38    0.      0.305   0.      0.     10.49   10.5     0.3054
  10.5    10.5     0.      0.      0.      0.      0.    ]]; [0.]
216; [[ 0.2996 12.38    0.      0.305   0.      0.     10.49   10.5     0.3054
  10.5    10.5     0.      0.      0.      0.      0.    ]]; [0.]
217; [[ 0.2996 12.38    0.      0.305   0.      0.     10.49   10.5     0.3054
  10.5    10.5     0.      0.      0.      0.      0.    ]]; [0.]
218; [[ 0.2996 12.38    0.      0.305   0.      0.     10.49   10.5     0.3054
  10.5    10.5     0.      0.      0.      0.      0.    ]]; [0.]
219; [[4.0820e-01 8.3281e+00 1.1444e-04 4.2969e-01 1.1444e-04 1.1444e-04
  8.0391e+00 8.2422e+00 4.2725e-01 8.2422e+00 8.2422e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
220; [[4.0820e-01 8.3281e+00 1.1444e-04 4.2969e-01 1.1444e-04 1.1444e-04
  8.0391e+00 8.2422e+00 4.2725e-01 8.2422e+00 8.2422e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
221; [[4.0820e-01 8.3281e+00 1.1444e-04 4.2969e-01 1.1444e-04 1.1444e-04
  8.0391e+00 8.2422e+00 4.2725e-01 8.2422e+00 8.2422e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
222; [[4.0820e-01 8.3281e+00 1.1444e-04 4.2969e-01 1.1444e-04 1.1444e-04
  8.0391e+00 8.2422e+00 4.2725e-01 8.2422e+00 8.2422e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
223; [[4.0820e-01 8.3281e+00 1.1444e-04 4.2969e-01 1.1444e-04 1.1444e-04
  8.0391e+00 8.2422e+00 4.2725e-01 8.2422e+00 8.2422e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
224; [[4.0820e-01 8.3281e+00 1.1444e-04 4.2969e-01 1.1444e-04 1.1444e-04
  8.0391e+00 8.2422e+00 4.2725e-01 8.2422e+00 8.2422e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
225; [[4.0820e-01 8.3281e+00 1.1444e-04 4.2969e-01 1.1444e-04 1.1444e-04
  8.0391e+00 8.2422e+00 4.2725e-01 8.2422e+00 8.2422e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
226; [[4.0820e-01 8.3281e+00 1.1444e-04 4.2969e-01 1.1444e-04 1.1444e-04
  8.0391e+00 8.2422e+00 4.2725e-01 8.2422e+00 8.2422e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
227; [[4.0820e-01 8.3281e+00 1.1444e-04 4.2969e-01 1.1444e-04 1.1444e-04
  8.0391e+00 8.2422e+00 4.2725e-01 8.2422e+00 8.2422e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
228; [[4.0820e-01 8.3281e+00 1.1444e-04 4.2969e-01 1.1444e-04 1.1444e-04
  8.0391e+00 8.2422e+00 4.2725e-01 8.2422e+00 8.2422e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
229; [[4.0820e-01 8.3281e+00 1.1444e-04 4.2969e-01 1.1444e-04 1.1444e-04
  8.0391e+00 8.2422e+00 4.2725e-01 8.2422e+00 8.2422e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
230; [[4.0820e-01 8.3281e+00 1.1444e-04 4.2969e-01 1.1444e-04 1.1444e-04
  8.0391e+00 8.2422e+00 4.2725e-01 8.2422e+00 8.2422e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
231; [[4.0820e-01 8.3281e+00 1.1444e-04 4.2969e-01 1.1444e-04 1.1444e-04
  8.0391e+00 8.2422e+00 4.2725e-01 8.2422e+00 8.2422e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
232; [[4.0820e-01 8.3281e+00 1.1444e-04 4.2969e-01 1.1444e-04 1.1444e-04
  8.0391e+00 8.2422e+00 4.2725e-01 8.2422e+00 8.2422e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
233; [[4.0820e-01 8.3281e+00 1.1444e-04 4.2969e-01 1.1444e-04 1.1444e-04
  8.0391e+00 8.2422e+00 4.2725e-01 8.2422e+00 8.2422e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
234; [[4.0820e-01 8.3281e+00 1.1444e-04 4.2969e-01 1.1444e-04 1.1444e-04
  8.0391e+00 8.2422e+00 4.2725e-01 8.2422e+00 8.2422e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
235; [[4.0820e-01 8.3281e+00 1.1444e-04 4.2969e-01 1.1444e-04 1.1444e-04
  8.0391e+00 8.2422e+00 4.2725e-01 8.2422e+00 8.2422e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
236; [[4.0820e-01 8.3281e+00 1.1444e-04 4.2969e-01 1.1444e-04 1.1444e-04
  8.0391e+00 8.2422e+00 4.2725e-01 8.2422e+00 8.2422e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
237; [[4.0820e-01 8.3281e+00 1.1444e-04 4.2969e-01 1.1444e-04 1.1444e-04
  8.0391e+00 8.2422e+00 4.2725e-01 8.2422e+00 8.2422e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
238; [[4.0820e-01 8.3281e+00 1.1444e-04 4.2969e-01 1.1444e-04 1.1444e-04
  8.0391e+00 8.2422e+00 4.2725e-01 8.2422e+00 8.2422e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
239; [[ 0.501  9.57   0.     0.624  0.     0.     9.93  10.3    0.626 10.29
  10.29   0.     0.     0.     0.     0.   ]]; [0.]
240; [[ 0.501  9.57   0.     0.624  0.     0.     9.93  10.3    0.626 10.29
  10.29   0.     0.     0.     0.     0.   ]]; [0.]
241; [[ 0.501  9.57   0.     0.624  0.     0.     9.93  10.3    0.626 10.29
  10.29   0.     0.     0.     0.     0.   ]]; [0.]
242; [[ 0.501  9.57   0.     0.624  0.     0.     9.93  10.3    0.626 10.29
  10.29   0.     0.     0.     0.     0.   ]]; [0.]
243; [[ 0.501  9.57   0.     0.624  0.     0.     9.93  10.3    0.626 10.29
  10.29   0.     0.     0.     0.     0.   ]]; [0.]
244; [[ 0.501  9.57   0.     0.624  0.     0.     9.93  10.3    0.626 10.29
  10.29   0.     0.     0.     0.     0.   ]]; [0.]
245; [[ 0.501  9.57   0.     0.624  0.     0.     9.93  10.3    0.626 10.29
  10.29   0.     0.     0.     0.     0.   ]]; [0.]
246; [[ 0.501  9.57   0.     0.624  0.     0.     9.93  10.3    0.626 10.29
  10.29   0.     0.     0.     0.     0.   ]]; [0.]
247; [[ 0.501  9.57   0.     0.624  0.     0.     9.93  10.3    0.626 10.29
  10.29   0.     0.     0.     0.     0.   ]]; [0.]
248; [[ 0.501  9.57   0.     0.624  0.     0.     9.93  10.3    0.626 10.29
  10.29   0.     0.     0.     0.     0.   ]]; [0.]
249; [[ 0.501  9.57   0.     0.624  0.     0.     9.93  10.3    0.626 10.29
  10.29   0.     0.     0.     0.     0.   ]]; [0.]
250; [[ 0.501  9.57   0.     0.624  0.     0.     9.93  10.3    0.626 10.29
  10.29   0.     0.     0.     0.     0.   ]]; [0.]
251; [[ 0.501  9.57   0.     0.624  0.     0.     9.93  10.3    0.626 10.29
  10.29   0.     0.     0.     0.     0.   ]]; [0.]
252; [[ 0.501  9.57   0.     0.624  0.     0.     9.93  10.3    0.626 10.29
  10.29   0.     0.     0.     0.     0.   ]]; [0.]
253; [[ 0.501  9.57   0.     0.624  0.     0.     9.93  10.3    0.626 10.29
  10.29   0.     0.     0.     0.     0.   ]]; [0.]
254; [[ 0.501  9.57   0.     0.624  0.     0.     9.93  10.3    0.626 10.29
  10.29   0.     0.     0.     0.     0.   ]]; [0.]
255; [[ 0.501  9.57   0.     0.624  0.     0.     9.93  10.3    0.626 10.29
  10.29   0.     0.     0.     0.     0.   ]]; [0.]
256; [[ 0.501  9.57   0.     0.624  0.     0.     9.93  10.3    0.626 10.29
  10.29   0.     0.     0.     0.     0.   ]]; [0.]
257; [[ 0.501  9.57   0.     0.624  0.     0.     9.93  10.3    0.626 10.29
  10.29   0.     0.     0.     0.     0.   ]]; [0.]
258; [[ 0.501  9.57   0.     0.624  0.     0.     9.93  10.3    0.626 10.29
  10.29   0.     0.     0.     0.     0.   ]]; [0.]
259; [[ 0.501  9.57   0.     0.624  0.     0.     9.93  10.3    0.626 10.29
  10.29   0.     0.     0.     0.     0.   ]]; [0.]
260; [[ 0.501  9.57   0.     0.624  0.     0.     9.93  10.3    0.626 10.29
  10.29   0.     0.     0.     0.     0.   ]]; [0.]
261; [[ 0.501  9.57   0.     0.624  0.     0.     9.93  10.3    0.626 10.29
  10.29   0.     0.     0.     0.     0.   ]]; [0.]
262; [[ 0.501  9.57   0.     0.624  0.     0.     9.93  10.3    0.626 10.29
  10.29   0.     0.     0.     0.     0.   ]]; [0.]
263; [[ 0.501  9.57   0.     0.624  0.     0.     9.93  10.3    0.626 10.29
  10.29   0.     0.     0.     0.     0.   ]]; [0.]
264; [[ 0.501  9.57   0.     0.624  0.     0.     9.93  10.3    0.626 10.29
  10.29   0.     0.     0.     0.     0.   ]]; [0.]
265; [[ 0.501  9.57   0.     0.624  0.     0.     9.93  10.3    0.626 10.29
  10.29   0.     0.     0.     0.     0.   ]]; [0.]
266; [[0.2267 8.38   0.     0.2388 0.     0.     8.71   8.14   0.2396 8.13
  8.13   0.     0.     0.     0.     0.    ]]; [0.]
267; [[0.2267 8.38   0.     0.2388 0.     0.     8.71   8.14   0.2396 8.13
  8.13   0.     0.     0.     0.     0.    ]]; [0.]
268; [[0.2267 8.38   0.     0.2388 0.     0.     8.71   8.14   0.2396 8.13
  8.13   0.     0.     0.     0.     0.    ]]; [0.]
269; [[0.2267 8.38   0.     0.2388 0.     0.     8.71   8.14   0.2396 8.13
  8.13   0.     0.     0.     0.     0.    ]]; [0.]
270; [[0.2267 8.38   0.     0.2388 0.     0.     8.71   8.14   0.2396 8.13
  8.13   0.     0.     0.     0.     0.    ]]; [0.]
271; [[0.2267 8.38   0.     0.2388 0.     0.     8.71   8.14   0.2396 8.13
  8.13   0.     0.     0.     0.     0.    ]]; [0.]
272; [[0.2267 8.38   0.     0.2388 0.     0.     8.71   8.14   0.2396 8.13
  8.13   0.     0.     0.     0.     0.    ]]; [0.]
273; [[0.2267 8.38   0.     0.2388 0.     0.     8.71   8.14   0.2396 8.13
  8.13   0.     0.     0.     0.     0.    ]]; [0.]
274; [[0.2267 8.38   0.     0.2388 0.     0.     8.71   8.14   0.2396 8.13
  8.13   0.     0.     0.     0.     0.    ]]; [0.]
275; [[0.2267 8.38   0.     0.2388 0.     0.     8.71   8.14   0.2396 8.13
  8.13   0.     0.     0.     0.     0.    ]]; [0.]
276; [[0.2267 8.38   0.     0.2388 0.     0.     8.71   8.14   0.2396 8.13
  8.13   0.     0.     0.     0.     0.    ]]; [0.]
277; [[0.2267 8.38   0.     0.2388 0.     0.     8.71   8.14   0.2396 8.13
  8.13   0.     0.     0.     0.     0.    ]]; [0.]
278; [[0.2267 8.38   0.     0.2388 0.     0.     8.71   8.14   0.2396 8.13
  8.13   0.     0.     0.     0.     0.    ]]; [0.]
279; [[0.2267 8.38   0.     0.2388 0.     0.     8.71   8.14   0.2396 8.13
  8.13   0.     0.     0.     0.     0.    ]]; [0.]
280; [[0.2267 8.38   0.     0.2388 0.     0.     8.71   8.14   0.2396 8.13
  8.13   0.     0.     0.     0.     0.    ]]; [0.]
281; [[0.2267 8.38   0.     0.2388 0.     0.     8.71   8.14   0.2396 8.13
  8.13   0.     0.     0.     0.     0.    ]]; [0.]
282; [[0.2267 8.38   0.     0.2388 0.     0.     8.71   8.14   0.2396 8.13
  8.13   0.     0.     0.     0.     0.    ]]; [0.]
283; [[0.2267 8.38   0.     0.2388 0.     0.     8.71   8.14   0.2396 8.13
  8.13   0.     0.     0.     0.     0.    ]]; [0.]
284; [[0.2267 8.38   0.     0.2388 0.     0.     8.71   8.14   0.2396 8.13
  8.13   0.     0.     0.     0.     0.    ]]; [0.]
285; [[0.2267 8.38   0.     0.2388 0.     0.     8.71   8.14   0.2396 8.13
  8.13   0.     0.     0.     0.     0.    ]]; [0.]
286; [[0.2267 8.38   0.     0.2388 0.     0.     8.71   8.14   0.2396 8.13
  8.13   0.     0.     0.     0.     0.    ]]; [0.]
287; [[0.2267 8.38   0.     0.2388 0.     0.     8.71   8.14   0.2396 8.13
  8.13   0.     0.     0.     0.     0.    ]]; [0.]
288; [[0.2267 8.38   0.     0.2388 0.     0.     8.71   8.14   0.2396 8.13
  8.13   0.     0.     0.     0.     0.    ]]; [0.]
289; [[0.2267 8.38   0.     0.2388 0.     0.     8.71   8.14   0.2396 8.13
  8.13   0.     0.     0.     0.     0.    ]]; [0.]
290; [[2.251e-01 1.062e+01 1.431e-04 2.260e-01 1.431e-04 3.014e-04 9.703e+00
  9.852e+00 2.169e-01 9.852e+00 9.852e+00 1.431e-04 1.431e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
291; [[2.251e-01 1.062e+01 1.431e-04 2.260e-01 1.431e-04 3.014e-04 9.703e+00
  9.852e+00 2.169e-01 9.852e+00 9.852e+00 1.431e-04 1.431e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
292; [[2.251e-01 1.062e+01 1.431e-04 2.260e-01 1.431e-04 3.014e-04 9.703e+00
  9.852e+00 2.169e-01 9.852e+00 9.852e+00 1.431e-04 1.431e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
293; [[2.251e-01 1.062e+01 1.431e-04 2.260e-01 1.431e-04 3.014e-04 9.703e+00
  9.852e+00 2.169e-01 9.852e+00 9.852e+00 1.431e-04 1.431e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
294; [[2.251e-01 1.062e+01 1.431e-04 2.260e-01 1.431e-04 3.014e-04 9.703e+00
  9.852e+00 2.169e-01 9.852e+00 9.852e+00 1.431e-04 1.431e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
295; [[2.251e-01 1.062e+01 1.431e-04 2.260e-01 1.431e-04 3.014e-04 9.703e+00
  9.852e+00 2.169e-01 9.852e+00 9.852e+00 1.431e-04 1.431e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
296; [[2.251e-01 1.062e+01 1.431e-04 2.260e-01 1.431e-04 3.014e-04 9.703e+00
  9.852e+00 2.169e-01 9.852e+00 9.852e+00 1.431e-04 1.431e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
297; [[2.251e-01 1.062e+01 1.431e-04 2.260e-01 1.431e-04 3.014e-04 9.703e+00
  9.852e+00 2.169e-01 9.852e+00 9.852e+00 1.431e-04 1.431e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
298; [[2.251e-01 1.062e+01 1.431e-04 2.260e-01 1.431e-04 3.014e-04 9.703e+00
  9.852e+00 2.169e-01 9.852e+00 9.852e+00 1.431e-04 1.431e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
299; [[2.251e-01 1.062e+01 1.431e-04 2.260e-01 1.431e-04 3.014e-04 9.703e+00
  9.852e+00 2.169e-01 9.852e+00 9.852e+00 1.431e-04 1.431e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
300; [[2.251e-01 1.062e+01 1.431e-04 2.260e-01 1.431e-04 3.014e-04 9.703e+00
  9.852e+00 2.169e-01 9.852e+00 9.852e+00 1.431e-04 1.431e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
301; [[2.251e-01 1.062e+01 1.431e-04 2.260e-01 1.431e-04 3.014e-04 9.703e+00
  9.852e+00 2.169e-01 9.852e+00 9.852e+00 1.431e-04 1.431e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
302; [[2.251e-01 1.062e+01 1.431e-04 2.260e-01 1.431e-04 3.014e-04 9.703e+00
  9.852e+00 2.169e-01 9.852e+00 9.852e+00 1.431e-04 1.431e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
303; [[2.251e-01 1.062e+01 1.431e-04 2.260e-01 1.431e-04 3.014e-04 9.703e+00
  9.852e+00 2.169e-01 9.852e+00 9.852e+00 1.431e-04 1.431e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
304; [[2.251e-01 1.062e+01 1.431e-04 2.260e-01 1.431e-04 3.014e-04 9.703e+00
  9.852e+00 2.169e-01 9.852e+00 9.852e+00 1.431e-04 1.431e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
305; [[2.251e-01 1.062e+01 1.431e-04 2.260e-01 1.431e-04 3.014e-04 9.703e+00
  9.852e+00 2.169e-01 9.852e+00 9.852e+00 1.431e-04 1.431e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
306; [[2.251e-01 1.062e+01 1.431e-04 2.260e-01 1.431e-04 3.014e-04 9.703e+00
  9.852e+00 2.169e-01 9.852e+00 9.852e+00 1.431e-04 1.431e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
307; [[2.251e-01 1.062e+01 1.431e-04 2.260e-01 1.431e-04 3.014e-04 9.703e+00
  9.852e+00 2.169e-01 9.852e+00 9.852e+00 1.431e-04 1.431e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
308; [[2.251e-01 1.062e+01 1.431e-04 2.260e-01 1.431e-04 3.014e-04 9.703e+00
  9.852e+00 2.169e-01 9.852e+00 9.852e+00 1.431e-04 1.431e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
309; [[2.251e-01 1.062e+01 1.431e-04 2.260e-01 1.431e-04 3.014e-04 9.703e+00
  9.852e+00 2.169e-01 9.852e+00 9.852e+00 1.431e-04 1.431e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
310; [[2.251e-01 1.062e+01 1.431e-04 2.260e-01 1.431e-04 3.014e-04 9.703e+00
  9.852e+00 2.169e-01 9.852e+00 9.852e+00 1.431e-04 1.431e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
311; [[2.251e-01 1.062e+01 1.431e-04 2.260e-01 1.431e-04 3.014e-04 9.703e+00
