Step; State; Reward
3726; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3727; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3728; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3729; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3730; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3731; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3732; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3733; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3734; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3735; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3736; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3737; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3738; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3739; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3740; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3741; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3742; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3743; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3744; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3745; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3746; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3747; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3748; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3749; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3750; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3751; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3752; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3753; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3754; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3755; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3756; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3757; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3758; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3759; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3760; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3761; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3762; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3763; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3764; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3765; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3766; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3767; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3768; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3769; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3770; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3771; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3772; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3773; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3774; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3775; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3776; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3777; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3778; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3779; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3780; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3781; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3782; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3783; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3784; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3785; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3786; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3787; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3788; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3789; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3790; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3791; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3792; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3793; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3794; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3795; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3796; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3797; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3798; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3799; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3800; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3801; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3802; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3803; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3804; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3805; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3806; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3807; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3808; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3809; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3810; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3811; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3812; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3813; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3814; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3815; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3816; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3817; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3818; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3819; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3820; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3821; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3822; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3823; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3824; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3825; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3826; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3827; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3828; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3829; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3830; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3831; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3832; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3833; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3834; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3835; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3836; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3837; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3838; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3839; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3840; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3841; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3842; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3843; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3844; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3845; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3846; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3847; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3848; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3849; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3850; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3851; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3852; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3853; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3854; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3855; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3856; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3857; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3858; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3859; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3860; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3861; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3862; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3863; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3864; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3865; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3866; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3867; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3868; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3869; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3870; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3871; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3872; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3873; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3874; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3875; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3876; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3877; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3878; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3879; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3880; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3881; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3882; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3883; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3884; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3885; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3886; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3887; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3888; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3889; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3890; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3891; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3892; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3893; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3894; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3895; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3896; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3897; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3898; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3899; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3900; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3901; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3902; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3903; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3904; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3905; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3906; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3907; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3908; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3909; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3910; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
3911; [[8.39   0.0902 0.     7.926  1.18   0.     7.867  5.5    1.116  4.633
  5.5    0.     0.     1.179  7.79   0.    ]]; [0.]
