switch_id0,eth_dst0,eth_src0,eth_type0,ipv4_src0,ipv4_dst0,in_port0,packet_count0,byte_count0,duration_sec0,idle_timeout_s0,hard_timeout_s0,priority0,switch_id1,eth_dst1,eth_src1,eth_type1,ipv4_src1,ipv4_dst1,in_port1,packet_count1,byte_count1,duration_sec1,idle_timeout_s1,hard_timeout_s1,priority1,switch_id2,eth_dst2,eth_src2,eth_type2,ipv4_src2,ipv4_dst2,in_port2,packet_count2,byte_count2,duration_sec2,idle_timeout_s2,hard_timeout_s2,priority2,switch_id3,eth_dst3,eth_src3,eth_type3,ipv4_src3,ipv4_dst3,in_port3,packet_count3,byte_count3,duration_sec3,idle_timeout_s3,hard_timeout_s3,priority3,switch_id4,eth_dst4,eth_src4,eth_type4,ipv4_src4,ipv4_dst4,in_port4,packet_count4,byte_count4,duration_sec4,idle_timeout_s4,hard_timeout_s4,priority4,switch_id5,eth_dst5,eth_src5,eth_type5,ipv4_src5,ipv4_dst5,in_port5,packet_count5,byte_count5,duration_sec5,idle_timeout_s5,hard_timeout_s5,priority5,switch_id6,eth_dst6,eth_src6,eth_type6,ipv4_src6,ipv4_dst6,in_port6,packet_count6,byte_count6,duration_sec6,idle_timeout_s6,hard_timeout_s6,priority6,switch_id7,eth_dst7,eth_src7,eth_type7,ipv4_src7,ipv4_dst7,in_port7,packet_count7,byte_count7,duration_sec7,idle_timeout_s7,hard_timeout_s7,priority7,switch_id8,eth_dst8,eth_src8,eth_type8,ipv4_src8,ipv4_dst8,in_port8,packet_count8,byte_count8,duration_sec8,idle_timeout_s8,hard_timeout_s8,priority8,switch_id9,eth_dst9,eth_src9,eth_type9,ipv4_src9,ipv4_dst9,in_port9,packet_count9,byte_count9,duration_sec9,idle_timeout_s9,hard_timeout_s9,priority9,switch_id10,eth_dst10,eth_src10,eth_type10,ipv4_src10,ipv4_dst10,in_port10,packet_count10,byte_count10,duration_sec10,idle_timeout_s10,hard_timeout_s10,priority10,switch_id11,eth_dst11,eth_src11,eth_type11,ipv4_src11,ipv4_dst11,in_port11,packet_count11,byte_count11,duration_sec11,idle_timeout_s11,hard_timeout_s11,priority11,switch_id12,eth_dst12,eth_src12,eth_type12,ipv4_src12,ipv4_dst12,in_port12,packet_count12,byte_count12,duration_sec12,idle_timeout_s12,hard_timeout_s12,priority12,switch_id13,eth_dst13,eth_src13,eth_type13,ipv4_src13,ipv4_dst13,in_port13,packet_count13,byte_count13,duration_sec13,idle_timeout_s13,hard_timeout_s13,priority13,switch_id14,eth_dst14,eth_src14,eth_type14,ipv4_src14,ipv4_dst14,in_port14,packet_count14,byte_count14,duration_sec14,idle_timeout_s14,hard_timeout_s14,priority14
6,2,3,800,3,2,3,5850209,318137852618,140,5,0,1,5,2,3,800,3,2,2,5934307,322940510934,142,5,0,1,2,2,3,800,3,2,1,5934306,322940510860,142,5,0,1,1,2,3,800,3,2,2,5934307,322940510934,142,5,0,1,6,2,3,800,3,2,3,5934307,322940510934,142,5,0,1,5,2,3,800,3,2,2,6030111,328410846382,144,5,0,1,2,2,3,800,3,2,1,6030110,328410846308,144,5,0,1,1,2,3,800,3,2,2,6030111,328410846382,144,5,0,1,6,2,3,800,3,2,3,6030111,328410846382,144,5,0,1,5,2,3,800,3,2,2,6122471,333685498518,146,5,0,1,2,2,3,800,3,2,1,6122470,333685498444,146,5,0,1,1,2,3,800,3,2,2,6122471,333685498518,146,5,0,1,6,2,3,800,3,2,3,6122471,333685498518,146,5,0,1,5,2,3,800,3,2,2,6219279,339212278110,148,5,0,1,2,2,3,800,3,2,1,6219278,339212278036,148,5,0,1
3,2,3,800,3,2,2,3012916,171997544328,61,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2,1,800,1,2,3,6282121,357508352834,117,5,0,1,5,2,1,800,1,2,2,6391932,363777219752,119,5,0,1,1,2,1,800,1,2,1,6391931,363777219678,119,5,0,1,6,2,1,800,1,2,3,6391932,363777219752,119,5,0,1,5,2,1,800,1,2,2,6503366,370139303396,121,5,0,1,1,2,1,800,1,2,1,6503365,370139303322,121,5,0,1,6,2,1,800,1,2,3,6503366,370139303396,121,5,0,1,5,2,1,800,1,2,2,6611145,376292491674,123,5,0,1,1,2,1,800,1,2,1,6611144,376292491600,123,5,0,1,6,2,1,800,1,2,3,6611145,376292491674,123,5,0,1,5,2,1,800,1,2,2,6719975,382505398470,125,5,0,1,1,2,1,800,1,2,1,6719974,382505398396,125,5,0,1,6,2,1,800,1,2,3,6719975,382505398470,125,5,0,1,5,2,1,800,1,2,2,6821998,388329417188,127,5,0,1,1,2,1,800,1,2,1,6821997,388329417114,127,5,0,1
2,2,3,800,3,2,1,23175,1322252818,0,5,0,1,3,2,3,800,3,2,2,23176,1322252892,0,5,0,1,6,2,3,800,3,2,2,23176,1322252892,0,5,0,1,4,2,3,800,3,2,2,131969,7532404590,2,5,0,1,2,2,3,800,3,2,1,131968,7532404516,2,5,0,1,3,2,3,800,3,2,2,131969,7532404590,2,5,0,1,6,2,3,800,3,2,2,131969,7532404590,2,5,0,1,4,2,3,800,3,2,2,242227,13825924162,4,5,0,1,2,2,3,800,3,2,1,242226,13825924088,4,5,0,1,3,2,3,800,3,2,2,242227,13825924162,4,5,0,1,6,2,3,800,3,2,2,242227,13825924162,4,5,0,1,4,2,3,800,3,2,2,353706,20189220168,6,5,0,1,2,2,3,800,3,2,1,353705,20189220094,6,5,0,1,3,2,3,800,3,2,2,353706,20189220168,6,5,0,1,6,2,3,800,3,2,2,353706,20189220168,6,5,0,1
1,1,2,800,2,1,3,1,74,0,5,0,1,1,1,2,800,2,1,3,5650539,322495482806,107,5,0,1,6,1,2,800,2,1,1,5650538,322495482732,107,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4,2,800,2,4,1,9071,462561598,0,5,0,1,4,4,2,800,2,4,4,78164,3632967552,2,5,0,1,6,4,2,800,2,4,1,78163,3632967478,2,5,0,1,4,4,2,800,2,4,4,149394,6916174036,4,5,0,1,6,4,2,800,2,4,1,149393,6916173962,4,5,0,1,4,4,2,800,2,4,4,220985,10176530250,6,5,0,1,6,4,2,800,2,4,1,220984,10176530176,6,5,0,1,4,4,2,800,2,4,4,289940,13329562832,8,5,0,1,6,4,2,800,2,4,1,289939,13329562758,8,5,0,1,4,4,2,800,2,4,4,354789,16314354234,10,5,0,1,6,4,2,800,2,4,1,354788,16314354160,10,5,0,1,4,4,2,800,2,4,4,423941,19460189818,12,5,0,1,6,4,2,800,2,4,1,423940,19460189744,12,5,0,1,4,4,2,800,2,4,4,494066,22656422020,14,5,0,1,6,4,2,800,2,4,1,494065,22656421946,14,5,0,1
1,2,1,800,1,2,1,45573,2595559202,1,5,0,1,6,2,1,800,1,2,3,45574,2595559276,1,5,0,1,5,2,1,800,1,2,2,158902,9064619052,3,5,0,1,1,2,1,800,1,2,1,158901,9064618978,3,5,0,1,6,2,1,800,1,2,3,158902,9064619052,3,5,0,1,5,2,1,800,1,2,2,273295,15594634398,5,5,0,1,1,2,1,800,1,2,1,273294,15594634324,5,5,0,1,6,2,1,800,1,2,3,273295,15594634398,5,5,0,1,5,2,1,800,1,2,2,387286,22101538708,7,5,0,1,1,2,1,800,1,2,1,387285,22101538634,7,5,0,1,6,2,1,800,1,2,3,387286,22101538708,7,5,0,1,5,2,1,800,1,2,2,500867,28586005974,9,5,0,1,1,2,1,800,1,2,1,500866,28586005900,9,5,0,1,6,2,1,800,1,2,3,500867,28586005974,9,5,0,1,5,2,1,800,1,2,2,607074,34652195884,11,5,0,1
2,4,3,800,3,4,1,24562,1396912164,1,5,0,1,3,4,3,800,3,4,2,24563,1396912238,1,5,0,1,4,4,3,800,3,4,2,128040,7304785560,3,5,0,1,2,4,3,800,3,4,1,128039,7304785486,3,5,0,1,3,4,3,800,3,4,2,128040,7304785560,3,5,0,1,4,4,3,800,3,4,2,199956,11412935144,5,5,0,1,2,4,3,800,3,4,1,199955,11412935070,5,5,0,1,3,4,3,800,3,4,2,199956,11412935144,5,5,0,1,4,4,3,800,3,4,2,307368,17545162256,7,5,0,1,2,4,3,800,3,4,1,307367,17545162182,7,5,0,1,3,4,3,800,3,4,2,307368,17545162256,7,5,0,1,4,4,3,800,3,4,2,414816,23679586240,9,5,0,1,2,4,3,800,3,4,1,414815,23679586166,9,5,0,1,3,4,3,800,3,4,2,414816,23679586240,9,5,0,1,4,4,3,800,3,4,2,521777,29785552474,11,5,0,1
2,3,1,800,1,3,4,20598,1173572580,1,5,0,1,1,3,1,800,1,3,1,20597,1173572506,1,5,0,1,5,3,1,800,1,3,2,85991,4908885782,3,5,0,1,2,3,1,800,1,3,4,85991,4908885782,3,5,0,1,1,3,1,800,1,3,1,85990,4908885708,3,5,0,1,5,3,1,800,1,3,2,151691,8661225182,5,5,0,1,2,3,1,800,1,3,4,151691,8661225182,5,5,0,1,1,3,1,800,1,3,1,151690,8661225108,5,5,0,1,5,3,1,800,1,3,2,216580,12366913504,7,5,0,1,2,3,1,800,1,3,4,216580,12366913504,7,5,0,1,1,3,1,800,1,3,1,216579,12366913430,7,5,0,1,5,3,1,800,1,3,2,280704,16029855072,9,5,0,1,2,3,1,800,1,3,4,280704,16029855072,9,5,0,1,1,3,1,800,1,3,1,280703,16029854998,9,5,0,1,5,3,1,800,1,3,2,370944,21184066000,11,5,0,1
4,2,3,800,3,2,2,3012916,171997544328,61,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4,2,800,2,4,1,6101,346422162,0,5,0,1,4,4,2,800,2,4,4,70827,4044447654,2,5,0,1,6,4,2,800,2,4,1,70826,4044447580,2,5,0,1,4,4,2,800,2,4,4,133101,7600953914,4,5,0,1,6,4,2,800,2,4,1,133100,7600953840,4,5,0,1,4,4,2,800,2,4,4,200055,11425109910,6,5,0,1,6,4,2,800,2,4,1,200054,11425109836,6,5,0,1,4,4,2,800,2,4,4,268606,15340344980,8,5,0,1,6,4,2,800,2,4,1,268605,15340344906,8,5,0,1,4,4,2,800,2,4,4,336219,19201812550,10,5,0,1,6,4,2,800,2,4,1,336218,19201812476,10,5,0,1,4,4,2,800,2,4,4,405097,23135717090,12,5,0,1,6,4,2,800,2,4,1,405096,23135717016,12,5,0,1,4,4,2,800,2,4,4,474214,27083827172,14,5,0,1,6,4,2,800,2,4,1,474213,27083827098,14,5,0,1
2,4,3,800,3,4,1,3644,206500688,0,5,0,1,3,4,3,800,3,4,2,3645,206500762,0,5,0,1,4,4,3,800,3,4,2,61933,3535380578,2,5,0,1,2,4,3,800,3,4,1,61932,3535380504,2,5,0,1,3,4,3,800,3,4,2,61933,3535380578,2,5,0,1,4,4,3,800,3,4,2,125648,7174748680,4,5,0,1,2,4,3,800,3,4,1,125647,7174748606,4,5,0,1,3,4,3,800,3,4,2,125648,7174748680,4,5,0,1,4,4,3,800,3,4,2,189530,10822789068,6,5,0,1,2,4,3,800,3,4,1,189529,10822788994,6,5,0,1,3,4,3,800,3,4,2,189530,10822789068,6,5,0,1,4,4,3,800,3,4,2,250530,14308024580,8,5,0,1,2,4,3,800,3,4,1,250529,14308024506,8,5,0,1,3,4,3,800,3,4,2,250530,14308024580,8,5,0,1,4,4,3,800,3,4,2,314564,17965930992,10,5,0,1
2,2,3,800,3,2,1,101579,5796470618,2,5,0,1,3,2,3,800,3,2,2,101580,5796470692,2,5,0,1,6,2,3,800,3,2,2,101580,5796470692,2,5,0,1,4,2,3,800,3,2,2,210502,12013862616,4,5,0,1,2,2,3,800,3,2,1,210501,12013862542,4,5,0,1,3,2,3,800,3,2,2,210502,12013862616,4,5,0,1,6,2,3,800,3,2,2,210502,12013862616,4,5,0,1,4,2,3,800,3,2,2,319649,18244360270,6,5,0,1,2,2,3,800,3,2,1,319648,18244360196,6,5,0,1,3,2,3,800,3,2,2,319649,18244360270,6,5,0,1,6,2,3,800,3,2,2,319649,18244360270,6,5,0,1,4,2,3,800,3,2,2,423556,24175316364,8,5,0,1,2,2,3,800,3,2,1,423555,24175316290,8,5,0,1,3,2,3,800,3,2,2,423556,24175316364,8,5,0,1,6,2,3,800,3,2,2,423556,24175316364,8,5,0,1
2,4,3,800,3,4,1,1448,80672456,0,5,0,1,3,4,3,800,3,4,2,1449,80672530,0,5,0,1,4,4,3,800,3,4,2,66231,3780913998,2,5,0,1,2,4,3,800,3,4,1,66230,3780913924,2,5,0,1,3,4,3,800,3,4,2,66231,3780913998,2,5,0,1,4,4,3,800,3,4,2,131045,7482735586,4,5,0,1,2,4,3,800,3,4,1,131044,7482735512,4,5,0,1,3,4,3,800,3,4,2,131045,7482735586,4,5,0,1,4,4,3,800,3,4,2,196907,11244403558,6,5,0,1,2,4,3,800,3,4,1,196906,11244403484,6,5,0,1,3,4,3,800,3,4,2,196907,11244403558,6,5,0,1,4,4,3,800,3,4,2,262087,14966612046,8,5,0,1,2,4,3,800,3,4,1,262086,14966611972,8,5,0,1,3,4,3,800,3,4,2,262087,14966612046,8,5,0,1,4,4,3,800,3,4,2,324890,18553775948,10,5,0,1
1,3,1,800,1,3,1,5646312,322495203816,171,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1,800,1,3,1,12612,718714840,1,5,0,1,2,3,1,800,1,3,2,81474,4652012748,3,5,0,1,1,3,1,800,1,3,1,81473,4652012674,3,5,0,1,2,3,1,800,1,3,2,149837,8556358034,5,5,0,1,1,3,1,800,1,3,1,149836,8556357960,5,5,0,1,2,3,1,800,1,3,2,213022,12166124900,7,5,0,1,1,3,1,800,1,3,1,213021,12166124826,7,5,0,1,2,3,1,800,1,3,2,281172,16058867152,9,5,0,1,1,3,1,800,1,3,1,281171,16058867078,9,5,0,1,2,3,1,800,1,3,2,348746,19918160756,11,5,0,1,1,3,1,800,1,3,1,348745,19918160682,11,5,0,1,2,3,1,800,1,3,2,416147,23768652726,13,5,0,1,1,3,1,800,1,3,1,416146,23768652652,13,5,0,1,2,3,1,800,1,3,2,511884,29237261224,15,5,0,1,1,3,1,800,1,3,1,511883,29237261150,15,5,0,1
1,2,1,800,1,2,1,34359,1958691166,0,5,0,1,6,2,1,800,1,2,3,34360,1958691240,0,5,0,1,5,2,1,800,1,2,2,146836,8379470824,2,5,0,1,1,2,1,800,1,2,1,146835,8379470750,2,5,0,1,6,2,1,800,1,2,3,146836,8379470824,2,5,0,1,5,2,1,800,1,2,2,260247,14853466294,4,5,0,1,1,2,1,800,1,2,1,260246,14853466220,4,5,0,1,6,2,1,800,1,2,3,260247,14853466294,4,5,0,1,5,2,1,800,1,2,2,370114,21126162204,6,5,0,1,1,2,1,800,1,2,1,370113,21126162130,6,5,0,1,6,2,1,800,1,2,3,370114,21126162204,6,5,0,1,5,2,1,800,1,2,2,376660,21499696072,8,5,0,1,1,2,1,800,1,2,1,376659,21499695998,8,5,0,1,6,2,1,800,1,2,3,376660,21499696072,8,5,0,1,5,2,1,800,1,2,2,376660,21499696072,10,5,0,1
1,1,3,800,3,1,2,85623,4889007550,2,5,0,1,2,1,3,800,3,1,1,204396,11669588776,4,5,0,1,1,1,3,800,3,1,2,204397,11669588850,4,5,0,1,2,1,3,800,3,1,1,297793,17002195314,6,5,0,1,1,1,3,800,3,1,2,297794,17002195388,6,5,0,1,2,1,3,800,3,1,1,384218,21936992724,8,5,0,1,1,1,3,800,3,1,2,384219,21936992798,8,5,0,1,2,1,3,800,3,1,1,472998,27008319628,10,5,0,1,1,1,3,800,3,1,2,472999,27008319702,10,5,0,1,2,1,3,800,3,1,1,556664,31788412336,12,5,0,1,1,1,3,800,3,1,2,556665,31788412410,12,5,0,1,2,1,3,800,3,1,1,675369,38564106202,14,5,0,1,1,1,3,800,3,1,2,675370,38564106276,14,5,0,1,2,1,3,800,3,1,1,795941,45447217722,16,5,0,1,1,1,3,800,3,1,2,795942,45447217796,16,5,0,1
6,1,2,800,2,1,1,1,66,0,5,0,1,6,1,2,800,2,1,1,15075712,859988456216,292,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,1,800,1,2,1,12732,723727328,1,5,0,1,6,2,1,800,1,2,3,12733,723727402,1,5,0,1,5,2,1,800,1,2,2,61001,3434695978,3,5,0,1,1,2,1,800,1,2,1,61000,3434695904,3,5,0,1,6,2,1,800,1,2,3,61001,3434695978,3,5,0,1,5,2,1,800,1,2,2,147190,8357007636,5,5,0,1,1,2,1,800,1,2,1,147189,8357007562,5,5,0,1,6,2,1,800,1,2,3,147190,8357007636,5,5,0,1,5,2,1,800,1,2,2,245723,13983625974,7,5,0,1,1,2,1,800,1,2,1,245722,13983625900,7,5,0,1,6,2,1,800,1,2,3,245723,13983625974,7,5,0,1,5,2,1,800,1,2,2,321974,18295030588,9,5,0,1,1,2,1,800,1,2,1,321973,18295030514,9,5,0,1,6,2,1,800,1,2,3,321974,18295030588,9,5,0,1,5,2,1,800,1,2,2,404431,23004501934,11,5,0,1
2,4,3,800,3,4,1,34879,1988796958,1,5,0,1,3,4,3,800,3,4,2,34880,1988797032,1,5,0,1,4,4,3,800,3,4,2,101616,5800338320,3,5,0,1,2,4,3,800,3,4,1,101615,5800338246,3,5,0,1,3,4,3,800,3,4,2,101616,5800338320,3,5,0,1,4,4,3,800,3,4,2,165847,9469236382,5,5,0,1,2,4,3,800,3,4,1,165846,9469236308,5,5,0,1,3,4,3,800,3,4,2,165847,9469236382,5,5,0,1,4,4,3,800,3,4,2,230400,13156882824,8,5,0,1,2,4,3,800,3,4,1,230399,13156882750,8,5,0,1,3,4,3,800,3,4,2,230400,13156882824,8,5,0,1,4,4,3,800,3,4,2,290461,16587590786,10,5,0,1,2,4,3,800,3,4,1,290460,16587590712,10,5,0,1,3,4,3,800,3,4,2,290461,16587590786,10,5,0,1,4,4,3,800,3,4,2,355733,20316835298,12,5,0,1
5,2,1,800,1,2,2,1949501,107502849498,55,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,2,800,2,1,5,75115,4284417734,2,5,0,1,1,1,2,800,2,1,3,75115,4284417734,2,5,0,1,6,1,2,800,2,1,1,75114,4284417660,2,5,0,1,5,1,2,800,2,1,5,188532,10759026032,4,5,0,1,1,1,2,800,2,1,3,188532,10759026032,4,5,0,1,6,1,2,800,2,1,1,188531,10759025958,4,5,0,1,5,1,2,800,2,1,5,300702,17162285556,6,5,0,1,1,1,2,800,2,1,3,300702,17162285556,6,5,0,1,6,1,2,800,2,1,1,300701,17162285482,6,5,0,1,5,1,2,800,2,1,5,413477,23600039186,8,5,0,1,1,1,2,800,2,1,3,413477,23600039186,8,5,0,1,6,1,2,800,2,1,1,413476,23600039112,8,5,0,1,5,1,2,800,2,1,5,527693,30120119930,10,5,0,1,1,1,2,800,2,1,3,527693,30120119930,10,5,0,1,6,1,2,800,2,1,1,527692,30120119856,10,5,0,1
2,3,1,800,1,3,4,1,74,0,5,0,1,2,3,1,800,1,3,2,9410656,537492015328,278,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2,1,800,1,2,3,15064530,859987718212,277,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,3,800,3,1,2,4851,275486974,0,5,0,1,2,1,3,800,3,1,1,118951,6789023470,2,5,0,1,1,1,3,800,3,1,2,118952,6789023544,2,5,0,1,2,1,3,800,3,1,1,236505,13499424890,4,5,0,1,1,1,3,800,3,1,2,236506,13499424964,4,5,0,1,2,1,3,800,3,1,1,347190,19818250236,6,5,0,1,1,1,3,800,3,1,2,347191,19818250310,6,5,0,1,2,1,3,800,3,1,1,465093,26548408666,8,5,0,1,1,1,3,800,3,1,2,465094,26548408740,8,5,0,1,2,1,3,800,3,1,1,585550,33424451524,10,5,0,1,1,1,3,800,3,1,2,585551,33424451598,10,5,0,1,2,1,3,800,3,1,1,706228,40314191296,12,5,0,1,1,1,3,800,3,1,2,706229,40314191370,12,5,0,1,2,1,3,800,3,1,1,753269,42999388738,14,5,0,1,1,1,3,800,3,1,2,753270,42999388812,14,5,0,1
2,2,3,800,3,2,1,77033,4395452146,1,5,0,1,6,2,3,800,3,2,3,77034,4395452220,1,5,0,1,5,2,3,800,3,2,3,176018,10046730804,3,5,0,1,2,2,3,800,3,2,1,176017,10046730730,3,5,0,1,6,2,3,800,3,2,3,176018,10046730804,3,5,0,1,5,2,3,800,3,2,3,276766,15798378404,5,5,0,1,2,2,3,800,3,2,1,276765,15798378330,5,5,0,1,6,2,3,800,3,2,3,276766,15798378404,5,5,0,1,5,2,3,800,3,2,3,370495,21150124086,7,5,0,1,2,2,3,800,3,2,1,370494,21150124012,7,5,0,1,6,2,3,800,3,2,3,370495,21150124086,7,5,0,1,5,2,3,800,3,2,3,468758,26760763700,9,5,0,1,2,2,3,800,3,2,1,468757,26760763626,9,5,0,1,6,2,3,800,3,2,3,468758,26760763700,9,5,0,1,5,2,3,800,3,2,3,565791,32300735990,11,5,0,1
1,1,3,800,3,1,2,5215,295871302,0,5,0,1,2,1,3,800,3,1,1,124237,7091338242,2,5,0,1,1,1,3,800,3,1,2,124238,7091338316,2,5,0,1,2,1,3,800,3,1,1,242486,13841231948,4,5,0,1,1,1,3,800,3,1,2,242487,13841232022,4,5,0,1,2,1,3,800,3,1,1,362718,20705195396,6,5,0,1,1,1,3,800,3,1,2,362719,20705195470,6,5,0,1,2,1,3,800,3,1,1,483997,27628485178,8,5,0,1,1,1,3,800,3,1,2,483998,27628485252,8,5,0,1,2,1,3,800,3,1,1,602579,34398143526,10,5,0,1,1,1,3,800,3,1,2,602580,34398143600,10,5,0,1,2,1,3,800,3,1,1,721400,41180883136,12,5,0,1,1,1,3,800,3,1,2,721401,41180883210,12,5,0,1,2,1,3,800,3,1,1,839168,47903915648,14,5,0,1,1,1,3,800,3,1,2,839169,47903915722,14,5,0,1
1,1,2,800,2,1,3,74329,4243409490,2,5,0,1,6,1,2,800,2,1,1,74328,4243409416,2,5,0,1,5,1,2,800,2,1,5,173541,9917993490,4,5,0,1,1,1,2,800,2,1,3,173541,9917993490,4,5,0,1,6,1,2,800,2,1,1,173540,9917993416,4,5,0,1,5,1,2,800,2,1,5,273887,15537693926,6,5,0,1,1,1,2,800,2,1,3,273887,15537693926,6,5,0,1,6,1,2,800,2,1,1,273886,15537693852,6,5,0,1,5,1,2,800,2,1,5,384860,21872901224,8,5,0,1,1,1,2,800,2,1,3,384860,21872901224,8,5,0,1,6,1,2,800,2,1,1,384859,21872901150,8,5,0,1,5,1,2,800,2,1,5,490222,27888357092,10,5,0,1,1,1,2,800,2,1,3,490222,27888357092,10,5,0,1,6,1,2,800,2,1,1,490221,27888357018,10,5,0,1,5,1,2,800,2,1,5,599907,34150136822,12,5,0,1
1,1,3,800,3,1,2,1893125,107499128682,41,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2,1,800,1,2,3,3079284,166158866680,104,5,0,1,5,2,1,800,1,2,2,3126985,168360354418,106,5,0,1,1,2,1,800,1,2,1,3126984,168360354344,106,5,0,1,6,2,1,800,1,2,3,3126985,168360354418,106,5,0,1,5,2,1,800,1,2,2,3188950,171721693684,108,5,0,1,1,2,1,800,1,2,1,3188949,171721693610,108,5,0,1,6,2,1,800,1,2,3,3188950,171721693684,108,5,0,1,5,2,1,800,1,2,2,3242769,174786723186,110,5,0,1,1,2,1,800,1,2,1,3242768,174786723112,110,5,0,1,6,2,1,800,1,2,3,3242769,174786723186,110,5,0,1,5,2,1,800,1,2,2,3284136,176834442072,112,5,0,1,1,2,1,800,1,2,1,3284135,176834441998,112,5,0,1,6,2,1,800,1,2,3,3284136,176834442072,112,5,0,1,5,2,1,800,1,2,2,3373617,181558560610,114,5,0,1,1,2,1,800,1,2,1,3373616,181558560536,114,5,0,1
1,1,3,800,3,1,2,1,74,0,5,0,1,1,1,3,800,3,1,2,7531843,429993831270,137,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
