Step; State; Reward
414; [[0.357  9.27   0.     0.357  0.     0.     9.484  9.45   0.4143 0.
  0.     0.     0.     0.     0.     0.    ]]; [681.0598]
415; [[0.357  9.27   0.     0.357  0.     0.     9.484  9.45   0.4143 0.
  0.     0.     0.     0.     0.     0.    ]]; [0.]
416; [[4.9536e-01 1.2312e+01 1.2211e+01 4.9536e-01 1.4305e-04 1.4305e-04
  1.1922e+01 2.3547e+01 4.9536e-01 1.4305e-04 1.4305e-04 1.4305e-04
  1.4305e-04 1.1625e+01 1.4305e-04 1.4305e-04]]; [3706.863]
417; [[ 0.3699 10.195   8.516   0.37    0.      0.      8.63   17.      0.3699
   0.      0.      0.      0.      8.42    0.      0.    ]]; [2024.3347]
418; [[ 3.154   6.7     6.68    3.23    0.      0.     10.89   13.336   0.4875
   1.291   1.291   0.      2.688   5.29    0.      0.    ]]; [1898.4769]
419; [[ 7.02  9.03 11.23  7.02  0.    0.    4.47 15.62  7.02  1.04  7.54  0.
   0.    9.4   0.    0.  ]]; [3730.395]
420; [[ 8.625  8.984 10.195  8.625  0.     0.     9.27  18.72   8.625  0.
   8.2    0.     0.     9.46   0.     0.   ]]; [5149.6104]
421; [[ 6.49  12.29   9.17   6.47   0.     0.     8.61  17.69   6.492  0.
   6.06   0.     0.     9.125  0.     0.   ]]; [4153.555]
422; [[ 5.418  2.959  9.414  5.418  0.     0.     6.652 13.18   5.38   0.
   4.875  0.     0.     6.594  0.     0.   ]]; [2358.1597]
423; [[ 9.93   0.    11.055  9.914  0.     0.     0.    10.125  9.49   0.
   8.89   0.     0.    10.17   0.     0.   ]]; [2971.7588]
424; [[8.539e+00 6.390e-05 6.039e+00 8.430e+00 0.000e+00 0.000e+00 6.390e-05
  9.086e+00 8.305e+00 0.000e+00 7.852e+00 0.000e+00 0.000e+00 8.539e+00
  0.000e+00 0.000e+00]]; [2160.603]
425; [[7.1641e+00 1.1444e-04 1.0375e+01 7.1641e+00 1.1444e-04 1.1444e-04
  1.1444e-04 9.5000e+00 7.1680e+00 1.1444e-04 6.8398e+00 1.1444e-04
  1.1444e-04 9.5312e+00 1.1444e-04 1.1444e-04]]; [2074.3804]
426; [[7.1641e+00 1.1444e-04 1.0375e+01 7.1641e+00 1.1444e-04 1.1444e-04
  1.1444e-04 9.5000e+00 7.1680e+00 1.1444e-04 6.8398e+00 1.1444e-04
  1.1444e-04 9.5312e+00 1.1444e-04 1.1444e-04]]; [0.]
427; [[ 7.49   0.    10.29   7.547  0.     0.     0.     9.03   7.61   0.
   7.19   0.     0.     9.1    0.     0.   ]]; [2073.8572]
428; [[ 7.49   0.    10.29   7.547  0.     0.     0.     9.03   7.61   0.
   7.19   0.     0.     9.1    0.     0.   ]]; [0.]
429; [[1.1445e+01 1.4305e-04 1.4148e+01 1.1375e+01 1.4305e-04 1.4305e-04
  1.4305e-04 1.1844e+01 1.1320e+01 1.4305e-04 1.0695e+01 1.4305e-04
  1.4305e-04 1.1820e+01 1.4305e-04 1.4305e-04]]; [4060.8262]
430; [[1.1391e+01 8.0109e-05 1.2070e+01 1.1305e+01 0.0000e+00 0.0000e+00
  8.0109e-05 1.1750e+01 1.1281e+01 8.0109e-05 1.0711e+01 0.0000e+00
  0.0000e+00 1.1680e+01 0.0000e+00 0.0000e+00]]; [3919.7795]
431; [[8.4609e+00 1.1444e-04 1.1031e+01 8.4688e+00 1.1444e-04 1.1444e-04
  1.1444e-04 9.5078e+00 8.4766e+00 1.1444e-04 8.2344e+00 1.1444e-04
  1.1444e-04 9.5156e+00 1.1444e-04 1.1444e-04]]; [2450.8516]
432; [[1.0953e+01 4.4727e+00 1.0852e+01 1.0766e+01 0.0000e+00 0.0000e+00
  3.4082e+00 1.5242e+01 1.0695e+01 2.8877e-03 9.9062e+00 0.0000e+00
  0.0000e+00 1.1828e+01 0.0000e+00 0.0000e+00]]; [4799.415]
433; [[9.1016e+00 6.8086e+00 9.9609e+00 9.0625e+00 1.1444e-04 1.1444e-04
  7.6641e+00 1.7172e+01 8.9609e+00 1.1444e-04 8.2266e+00 1.1444e-04
  1.1444e-04 9.2031e+00 1.1444e-04 1.1444e-04]]; [4711.4717]
434; [[ 9.22   8.04  10.21   9.37   0.     0.     6.27  15.555  9.42   0.
   9.13   0.     0.     9.4    0.     0.   ]]; [4464.0444]
435; [[1.0109e+01 1.2477e+01 1.2453e+01 1.0055e+01 1.4305e-04 1.4305e-04
  1.1586e+01 2.3391e+01 1.0141e+01 1.4305e-04 9.5078e+00 1.4305e-04
  1.4305e-04 1.1797e+01 1.4305e-04 1.4305e-04]]; [7705.1143]
436; [[ 8.516 11.67   7.777  8.53   0.     0.     9.06  18.16   8.42   0.
   7.703  0.     0.     9.164  0.     0.   ]]; [4934.5566]
437; [[1.0484e+01 1.3297e+01 1.0648e+01 1.0438e+01 1.4305e-04 1.4305e-04
  1.1273e+01 2.2844e+01 1.0422e+01 1.4305e-04 9.5703e+00 1.4305e-04
  1.4305e-04 1.1562e+01 1.4305e-04 1.4305e-04]]; [7600.872]
438; [[ 6.93   9.69   8.15   6.914  0.     0.     9.18  18.48   6.91   0.
   6.285  0.     0.     9.15   0.     0.   ]]; [4331.2544]
439; [[2.8784e-01 1.0859e+01 1.0227e+01 2.8784e-01 1.1444e-04 1.1444e-04
  8.9609e+00 1.8125e+01 2.8784e-01 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 9.1641e+00 1.1444e-04 1.1444e-04]]; [2312.8232]
440; [[ 0.4917 12.19   13.73    0.4922  0.      0.     11.57   23.17    0.4922
   0.      0.      0.      0.     11.58    0.      0.    ]]; [3678.0625]
441; [[ 0.622 10.43  14.234  0.622  0.     0.    11.61  23.2    0.622  0.
   0.     0.     0.    11.61   0.     0.   ]]; [3647.849]
442; [[ 0.929 10.086  7.156  0.929  0.     0.     9.49  17.58   0.929  0.
   0.     0.     0.     8.06   0.     0.   ]]; [2141.6428]
443; [[ 1.492 11.2   10.95   1.492  0.     0.    10.56  21.05   1.542  0.
   0.644  0.     0.    10.54   0.     0.   ]]; [3283.3857]
444; [[ 3.355 14.586 12.164  3.355  0.     0.     8.836 17.67   3.355  0.
   2.957  0.     0.     8.91   0.     0.   ]]; [3309.9116]
445; [[ 3.54  10.984 10.164  3.543  0.     0.     9.15  18.34   3.545  0.
   2.771  0.     0.     9.23   0.     0.   ]]; [3272.3633]
446; [[ 5.492 11.125 10.805  5.5    0.     0.    10.234 20.42   5.51   0.
   4.273  0.     0.    10.27   0.     0.   ]]; [4516.656]
447; [[ 4.9    9.75  10.88   4.895  0.     0.     9.266 18.66   4.883  0.
   4.375  0.     0.     9.41   0.     0.   ]]; [3792.6362]
448; [[4.9336e+00 1.1078e+01 1.2484e+01 4.9336e+00 1.1444e-04 1.1444e-04
  9.0391e+00 1.8156e+01 4.9336e+00 2.4223e-04 4.5430e+00 1.1444e-04
  1.1444e-04 9.1406e+00 1.1444e-04 1.1444e-04]]; [3821.2341]
449; [[ 3.133 16.03  12.41   3.133  0.     0.     8.98  17.95   3.133  0.
   2.764  0.     0.     8.95   0.     0.   ]]; [3373.8562]
450; [[4.1289e+00 1.5695e+01 1.1680e+01 4.1289e+00 1.4305e-04 1.4305e-04
  1.1281e+01 2.2609e+01 4.1289e+00 1.4305e-04 3.4043e+00 1.4305e-04
  1.4305e-04 1.1367e+01 1.4305e-04 1.4305e-04]]; [4917.4966]
451; [[ 5.29   9.695  9.195  5.29   0.     0.     9.03  18.34   5.285  0.
   4.15   0.     0.     9.29   0.     0.   ]]; [3736.2898]
452; [[7.3926e-01 7.1055e+00 6.8281e+00 7.4023e-01 1.1444e-04 1.1444e-04
  6.4141e+00 1.2844e+01 7.4072e-01 1.1444e-04 2.4033e-04 1.1444e-04
  1.1444e-04 6.3945e+00 1.1444e-04 1.1444e-04]]; [1224.5518]
453; [[ 0.4602 11.32   12.15    0.4602  0.      0.      9.29   18.6     0.4604
   0.      0.      0.      0.      9.29    0.      0.    ]]; [2519.7065]
454; [[6.3086e-01 6.3008e+00 8.8438e+00 6.3037e-01 1.1444e-04 1.1444e-04
  8.0078e+00 1.5906e+01 6.3037e-01 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 7.9375e+00 1.1444e-04 1.1444e-04]]; [1735.8063]
455; [[ 0.716 11.77   6.098  0.716  0.     0.     9.266 17.33   0.716  0.
   0.     0.     0.     8.01   0.     0.   ]]; [2091.3662]
456; [[4.8291e-01 9.7344e+00 9.7969e+00 4.8267e-01 1.1444e-04 1.1444e-04
  9.1719e+00 1.8406e+01 4.8242e-01 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 9.2344e+00 1.1444e-04 1.1444e-04]]; [2336.3042]
457; [[ 0.5347 11.92   13.68    0.5347  0.      0.     11.336  22.64    0.535
   0.      0.      0.      0.     11.305   0.      0.    ]]; [3541.1785]
458; [[4.8315e-01 1.5359e+01 5.9766e+00 4.8145e-01 1.1444e-04 1.1444e-04
  8.3516e+00 1.6594e+01 4.8145e-01 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 8.2812e+00 1.1444e-04 1.1444e-04]]; [2052.4282]
459; [[ 0.3853 10.72    0.      0.3872  0.      0.      9.31   10.21    0.3872
   0.      0.      0.      0.      0.8926  0.      0.    ]]; [778.9518]
460; [[9.0088e-02 7.7930e+00 1.1444e-04 8.9844e-02 1.1444e-04 1.1444e-04
  7.3789e+00 7.3633e+00 8.9844e-02 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [432.80957]
461; [[ 0.2698 11.61    0.      0.2698  0.      0.      9.84    9.86    0.2698
   0.      0.      0.      0.      0.      0.      0.    ]]; [766.2532]
462; [[0.4336 7.41   0.     0.4336 0.     0.     9.42   9.42   0.4333 0.
  0.     0.     0.     0.     0.     0.    ]]; [645.33673]
463; [[ 9.305  6.84  11.43   9.33   0.     0.    11.68  20.89  10.195  0.
   9.23   0.     0.     9.266  0.     0.   ]]; [6140.814]
464; [[ 5.07  10.06   2.13   5.05   0.     0.     9.33  13.27   4.4    0.
   3.947  0.     0.     3.916  0.     0.   ]]; [2225.6833]
465; [[11.836  6.695 13.13  11.84   0.     0.     7.883 19.78  12.44   0.
  11.85   0.     0.    11.85   0.     0.   ]]; [7007.173]
466; [[ 9.516  8.45  10.87   9.52   0.     0.     7.98  17.5    9.95   0.
   9.52   0.     0.     9.52   0.     0.   ]]; [5205.083]
467; [[ 9.484 14.19   6.25   9.375  0.     0.     9.33  17.55   8.95   0.
   8.23   0.     0.     8.16   0.     0.   ]]; [5138.7246]
468; [[11.68 11.09 11.17 11.73  0.    0.    9.39 22.75 12.14  0.   11.    0.
   0.   11.    0.    0.  ]]; [7950.5537]
469; [[9.1797e+00 3.1201e-01 9.4297e+00 9.2734e+00 1.1444e-04 1.1444e-04
  1.4287e+00 1.0586e+01 9.5234e+00 1.1444e-04 9.1562e+00 1.1444e-04
  1.1444e-04 9.3047e+00 1.1444e-04 1.1444e-04]]; [2840.9128]
470; [[ 9.484 11.31  11.58   9.48   0.     0.     9.44  18.9   10.46   0.
   9.48   0.     0.     9.49   0.     0.   ]]; [5856.8193]
471; [[1.183e+01 1.339e+01 7.422e+00 1.171e+01 1.431e-04 1.431e-04 1.159e+01
  2.198e+01 1.129e+01 1.431e-04 1.040e+01 1.431e-04 1.431e-04 1.020e+01
  1.431e-04 1.431e-04]]; [7664.1167]
472; [[ 9.39   6.68   9.09   9.39   0.     0.     8.84  18.2    9.92   0.
   9.36   0.     0.     9.414  0.     0.   ]]; [5178.293]
473; [[1.185e+01 1.452e+01 1.294e+01 1.185e+01 1.431e-04 1.431e-04 9.031e+00
  2.091e+01 1.232e+01 1.431e-04 1.187e+01 1.431e-04 1.431e-04 1.187e+01
  1.431e-04 1.431e-04]]; [7903.2065]
474; [[ 6.    17.98   1.013  5.91   0.     0.     9.29  13.82   4.836  0.
   4.54   0.     0.     4.41   0.     0.   ]]; [2827.1926]
475; [[2.9614e-01 1.2531e+01 1.1444e-04 2.9614e-01 1.1444e-04 1.1444e-04
  9.3516e+00 9.3516e+00 2.9614e-01 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [727.92285]
476; [[ 0.3455  10.58     0.       0.328    0.       0.      11.625   11.625
   0.3281   0.02599  0.02599  0.01733  0.       0.       0.       0.     ]]; [965.7999]
477; [[1.2598e-01 1.0047e+01 1.1444e-04 1.2585e-01 1.1444e-04 1.1444e-04
  9.2422e+00 9.2344e+00 1.2585e-01 1.2952e-01 1.2952e-01 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [655.446]
478; [[ 7.336   6.566   7.535   7.35    0.      0.     11.63   18.89    7.92
   0.5776  7.812   0.      0.      7.25    0.      0.    ]]; [4499.7476]
479; [[10.75   7.035 10.68   9.49   0.     0.     6.496 15.92   9.97   2.195
  11.64   1.365  0.     9.51   0.     0.   ]]; [5203.1777]
480; [[19.47  12.36  10.9   10.914  0.     0.    10.914 21.84  11.64   8.69
  19.64   8.67   0.    11.13   0.     0.   ]]; [12283.055]
481; [[17.62  10.72   9.82  10.11   0.     0.    10.14  20.12  10.81   7.664
  17.78   7.66   0.    10.29   0.     0.   ]]; [10213.226]
482; [[18.23  10.766 10.586  9.36   0.     0.     9.36  18.7   10.14   8.73
  18.11   8.85   0.     9.414  0.     0.   ]]; [9953.509]
483; [[21.14  10.836 13.664 11.01   0.     0.    11.03  22.03  12.016 10.305
  21.33  10.12   0.    11.09   0.     0.   ]]; [13565.938]
484; [[8.87   6.797  0.4875 2.87   0.     0.     6.164  8.39   2.836  5.93
  8.24   5.74   0.     1.732  0.     0.    ]]; [2090.4907]
485; [[21.3   13.734  9.58  10.805  0.     0.    11.83  21.4   10.81   9.99
  19.56  10.484  0.     9.57   0.     0.   ]]; [12941.305]
486; [[1.6953e+01 9.4531e+00 7.7266e+00 8.5703e+00 1.1444e-04 1.1444e-04
  9.2031e+00 1.6828e+01 8.6016e+00 8.5312e+00 1.6219e+01 8.4141e+00
  1.1444e-04 7.7812e+00 1.1444e-04 1.1444e-04]]; [8158.681]
487; [[18.11   9.6    9.14   9.375  0.     0.     9.375 18.5    9.875  8.836
  17.95   8.78   0.     9.15   0.     0.   ]]; [9602.33]
488; [[1.9000e+01 1.0102e+01 1.1305e+01 9.5234e+00 1.1444e-04 1.1444e-04
  9.5156e+00 1.9016e+01 1.0273e+01 9.4844e+00 1.8969e+01 9.4688e+00
  1.1444e-04 9.5156e+00 1.1444e-04 1.1444e-04]]; [10540.956]
489; [[18.8    9.664 10.97   9.44   0.     0.     9.445 23.58  13.15  11.734
  23.52   9.34   0.     9.41   0.     0.   ]]; [12839.888]
490; [[1.8875e+01 9.6406e+00 1.1484e+01 9.4062e+00 2.4033e-04 2.4033e-04
  9.4844e+00 1.7922e+01 9.4375e+00 9.3516e+00 1.7781e+01 9.4141e+00
  1.1444e-04 8.4141e+00 1.1444e-04 1.1444e-04]]; [9839.395]
491; [[23.66  12.02  11.5   11.86   0.     0.    11.86  23.72  13.305 11.78
  23.64  11.79   0.    11.87   0.     0.   ]]; [16061.67]
492; [[1.8938e+01 9.5312e+00 1.0820e+01 9.3984e+00 1.1444e-04 1.1444e-04
  9.5000e+00 1.7906e+01 9.3359e+00 9.4844e+00 1.7875e+01 9.4609e+00
  1.1444e-04 8.3359e+00 1.1444e-04 1.1444e-04]]; [9805.991]
493; [[18.77   9.51   8.94   9.43   0.     0.     9.42  18.83  10.25   9.41
  18.81   9.414  0.     9.445  0.     0.   ]]; [10128.386]
494; [[6.0430e+00 1.2734e+01 1.1444e-04 5.5469e-01 1.1444e-04 1.1444e-04
  9.4766e+00 9.4766e+00 5.5469e-01 5.5117e+00 5.5117e+00 5.4883e+00
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [1823.8494]
495; [[ 3.828   6.848   0.      3.3     0.      0.     12.3     9.3     0.2573
   3.605   3.605   0.5312  3.043   0.      0.      0.    ]]; [1308.1187]
496; [[3.0566e-01 1.0648e+01 1.1444e-04 3.0542e-01 1.1444e-04 1.1444e-04
  6.7891e+00 9.3281e+00 3.0542e-01 6.4453e-01 6.4453e-01 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [640.76404]
497; [[0.544  7.656  0.     0.543  0.     0.     7.996  7.63   0.1714 0.3975
  0.3975 0.     0.3765 0.     0.     0.    ]]; [486.91745]
498; [[ 3.021   7.96    4.293   3.133   0.      0.     10.805  12.8     2.846
   0.4563  2.92    0.      0.4504  2.578   0.      0.    ]]; [1703.4685]
499; [[ 8.6   11.305  8.805  8.586  0.     0.     8.37  16.95   9.125  0.
   8.625  0.     0.     8.72   0.     0.   ]]; [4732.8594]
500; [[ 7.82 10.61  8.39  8.16  0.    0.    8.44 16.61  8.5   0.    8.17  0.
   0.    8.43  0.    0.  ]]; [4329.718]
501; [[10.516  1.366 10.414 10.49   0.     0.     5.805 16.33  10.92   0.
  10.52   0.     0.    10.72   0.     0.   ]]; [4863.362]
502; [[11.086   1.6455 11.305  11.08    0.      0.      1.6455 12.74   11.32
   0.     11.09    0.      0.     11.266   0.      0.    ]]; [4130.58]
503; [[10.14   8.42  13.15  10.2    0.     0.     7.83  18.05  10.58   0.
  10.22   0.     0.    10.336  0.     0.   ]]; [5776.3037]
504; [[ 7.82  10.73   7.746  7.816  0.     0.     7.82  15.66   8.46   0.
   7.84   0.     0.     7.95   0.     0.   ]]; [4005.9216]
505; [[ 6.04   7.676 12.74   6.14   0.     0.     8.65  14.64   6.566  0.
   5.99   0.     0.     6.31   0.     0.   ]]; [3235.497]
506; [[ 8.89   1.382  7.758  8.91   0.     0.     2.314 11.2    9.25   0.
   8.9    0.     0.     9.05   0.     0.   ]]; [2859.2825]
507; [[6.1953e+00 1.1445e+01 1.4305e-04 6.0469e+00 1.4305e-04 1.4305e-04
  9.5703e+00 1.4234e+01 5.4609e+00 1.4305e-04 4.6797e+00 1.4305e-04
  1.4305e-04 4.0977e+00 1.4305e-04 1.4305e-04]]; [2686.015]
508; [[ 0.435 11.266  0.     0.435  0.     0.    10.74  10.75   0.435  0.
   0.     0.     0.     0.     0.     0.   ]]; [878.177]
509; [[6.3330e-01 9.2656e+00 1.4305e-04 6.3330e-01 1.4305e-04 1.4305e-04
  1.1836e+01 1.1828e+01 6.3330e-01 1.4305e-04 1.4305e-04 1.4305e-04
  1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04]]; [982.82135]
510; [[ 0.4448 10.58    0.      0.445   0.      0.      9.42    9.42    0.445
   0.      0.      0.      0.      0.      0.      0.    ]]; [708.60876]
511; [[3.3521e-01 1.1094e+01 1.1444e-04 3.3496e-01 1.1444e-04 1.1444e-04
  8.3672e+00 8.3594e+00 3.3496e-01 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [597.1488]
512; [[ 0.3208 10.69    0.      0.3206  0.      0.      8.76    8.77    0.3206
   0.      0.      0.      0.      0.      0.      0.    ]]; [631.2731]
513; [[2.373e-01 1.178e+01 1.431e-04 2.371e-01 1.431e-04 1.431e-04 1.123e+01
  1.122e+01 2.372e-01 1.431e-04 1.431e-04 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [933.5498]
514; [[0.1954  9.484   0.      0.1959  0.      0.      8.62    8.61    0.1958
  0.01386 0.01386 0.      0.      0.      0.      0.     ]]; [584.8498]
515; [[2.2207e+00 2.0195e+00 1.1444e-04 2.2461e+00 2.2383e+00 1.1444e-04
  2.0117e+00 4.0469e+00 2.2539e+00 4.8599e-03 2.0371e+00 1.1444e-04
  1.1444e-04 2.1738e+00 1.1444e-04 1.1444e-04]]; [310.2007]
516; [[ 1.994 10.     0.     1.964  1.376  0.     4.434  6.113  1.954  0.283
   1.961  0.     0.     1.502  0.     0.   ]]; [564.12744]
517; [[4.8633e+00 8.8672e+00 1.1444e-04 4.7930e+00 4.0703e+00 1.1444e-04
  4.6719e+00 9.0000e+00 4.7109e+00 2.0905e-02 4.3164e+00 1.1444e-04
  1.1444e-04 4.2305e+00 1.1444e-04 1.1444e-04]]; [1470.7274]
518; [[ 2.336   12.09     0.       2.338    2.006    0.       9.56    11.586
   2.338    0.05197  2.062    0.       0.       2.01     0.       0.     ]]; [1387.1179]
519; [[5.406e+00 1.076e+01 1.431e-04 5.406e+00 5.105e+00 1.431e-04 4.344e+00
  9.594e+00 5.406e+00 1.747e-02 5.234e+00 1.431e-04 1.431e-04 5.215e+00
  1.431e-04 1.431e-04]]; [1799.142]
520; [[ 6.297   10.88     0.       6.32     5.87     0.       4.15    10.16
   6.34     0.01733  6.008    0.       0.       5.992    0.       0.     ]]; [2155.8726]
521; [[3.3047e+00 1.3312e+01 1.1444e-04 3.3027e+00 2.9980e+00 1.1444e-04
  6.1523e+00 9.2031e+00 3.3008e+00 2.3224e-02 3.0723e+00 1.1444e-04
  1.1444e-04 3.0488e+00 1.1444e-04 1.1444e-04]]; [1280.5272]
522; [[4.973e+00 9.883e+00 0.000e+00 4.973e+00 4.492e+00 0.000e+00 5.902e+00
  1.047e+01 4.973e+00 5.775e-03 4.570e+00 0.000e+00 0.000e+00 4.566e+00
  0.000e+00 0.000e+00]]; [1800.2996]
523; [[3.482 5.88  0.    3.725 3.508 0.    4.05  7.48  3.916 0.    3.516 0.
  0.    3.516 0.    0.   ]]; [933.6906]
524; [[6.3008e+00 1.1062e+01 1.4305e-04 6.2461e+00 1.4305e-04 1.4305e-04
  1.6859e+01 1.1086e+01 4.2529e-01 5.8164e+00 5.8164e+00 1.4305e-04
  5.8164e+00 1.4305e-04 1.4305e-04 1.4305e-04]]; [2538.4463]
525; [[ 5.53    7.074   0.      5.684   0.      0.     14.33    9.266   0.4922
   5.3     5.3     0.      5.324   0.      0.      0.    ]]; [1828.8289]
526; [[5.512e+00 6.051e+00 1.431e-04 5.512e+00 1.431e-04 1.431e-04 1.128e+01
  1.115e+01 5.352e-01 4.980e+00 4.980e+00 1.431e-04 4.973e+00 1.431e-04
  1.431e-04 1.431e-04]]; [1946.6224]
527; [[ 8.21   4.906  0.     8.21   0.     0.    12.484 11.73   0.636  7.58
   7.58   0.     7.574  0.     0.     0.   ]]; [2882.9998]
528; [[5.9258e+00 3.9316e+00 1.1444e-04 5.9219e+00 1.1444e-04 1.1444e-04
  9.3828e+00 9.0391e+00 4.7021e-01 5.4492e+00 5.4492e+00 1.1444e-04
  5.4531e+00 1.1444e-04 1.1444e-04 1.1444e-04]]; [1632.967]
529; [[ 1.605   8.836   0.      1.605   0.      0.      9.82   11.414   0.3699
   1.236   1.236   0.      1.233   0.      0.      0.    ]]; [1067.167]
530; [[ 2.76   7.082  5.156  2.807  0.     0.     7.277 11.59   3.016  0.
   2.666  0.     0.     2.709  0.     0.   ]]; [1394.1525]
531; [[11.875 10.78  11.81  11.86   0.     0.    10.766 22.62  12.37   0.
  11.86   0.     0.    11.89   0.     0.   ]]; [8234.245]
532; [[11.875 10.78  11.81  11.86   0.     0.    10.766 22.62  12.37   0.
  11.86   0.     0.    11.89   0.     0.   ]]; [0.]
533; [[11.875 10.78  11.81  11.86   0.     0.    10.766 22.62  12.37   0.
  11.86   0.     0.    11.89   0.     0.   ]]; [0.]
534; [[11.875 10.78  11.81  11.86   0.     0.    10.766 22.62  12.37   0.
  11.86   0.     0.    11.89   0.     0.   ]]; [0.]
535; [[11.875 10.78  11.81  11.86   0.     0.    10.766 22.62  12.37   0.
  11.86   0.     0.    11.89   0.     0.   ]]; [0.]
536; [[11.875 10.78  11.81  11.86   0.     0.    10.766 22.62  12.37   0.
  11.86   0.     0.    11.89   0.     0.   ]]; [0.]
537; [[11.875 10.78  11.81  11.86   0.     0.    10.766 22.62  12.37   0.
  11.86   0.     0.    11.89   0.     0.   ]]; [0.]
538; [[11.875 10.78  11.81  11.86   0.     0.    10.766 22.62  12.37   0.
  11.86   0.     0.    11.89   0.     0.   ]]; [0.]
539; [[11.875 10.78  11.81  11.86   0.     0.    10.766 22.62  12.37   0.
  11.86   0.     0.    11.89   0.     0.   ]]; [0.]
540; [[11.875 10.78  11.81  11.86   0.     0.    10.766 22.62  12.37   0.
  11.86   0.     0.    11.89   0.     0.   ]]; [0.]
541; [[11.875 10.78  11.81  11.86   0.     0.    10.766 22.62  12.37   0.
  11.86   0.     0.    11.89   0.     0.   ]]; [0.]
542; [[ 8.5    9.664  9.39   8.72   0.     0.     8.61  17.33   9.06   0.
   8.72   0.     0.     8.8    0.     0.   ]]; [4766.3853]
543; [[ 8.5    9.664  9.39   8.72   0.     0.     8.61  17.33   9.06   0.
   8.72   0.     0.     8.8    0.     0.   ]]; [0.]
544; [[ 9.52  12.18  10.47   9.52   0.     0.     9.31  18.84  10.266  0.
   9.52   0.     0.     9.52   0.     0.   ]]; [5825.073]
545; [[ 7.07   7.547  3.385  6.652  0.     0.     9.414 14.9    6.27   0.
   5.484  0.     0.     5.16   0.     0.   ]]; [3048.4026]
546; [[ 7.07   7.547  3.385  6.652  0.     0.     9.414 14.9    6.27   0.
   5.484  0.     0.     5.16   0.     0.   ]]; [0.]
547; [[4.2651e-01 1.1938e+01 2.8877e-03 4.3359e-01 0.0000e+00 0.0000e+00
  1.1734e+01 1.1789e+01 4.3188e-01 8.0109e-05 2.9678e-03 0.0000e+00
  0.0000e+00 2.8877e-03 0.0000e+00 0.0000e+00]]; [1025.2997]
548; [[4.2651e-01 1.1938e+01 2.8877e-03 4.3359e-01 0.0000e+00 0.0000e+00
  1.1734e+01 1.1789e+01 4.3188e-01 8.0109e-05 2.9678e-03 0.0000e+00
  0.0000e+00 2.8877e-03 0.0000e+00 0.0000e+00]]; [0.]
549; [[4.2651e-01 1.1938e+01 2.8877e-03 4.3359e-01 0.0000e+00 0.0000e+00
  1.1734e+01 1.1789e+01 4.3188e-01 8.0109e-05 2.9678e-03 0.0000e+00
  0.0000e+00 2.8877e-03 0.0000e+00 0.0000e+00]]; [0.]
550; [[3.3862e-01 1.5672e+01 2.8877e-03 3.3911e-01 0.0000e+00 0.0000e+00
  1.1695e+01 1.1703e+01 3.3911e-01 2.4033e-04 3.1281e-03 0.0000e+00
  0.0000e+00 2.8877e-03 0.0000e+00 0.0000e+00]]; [1098.0254]
551; [[10.77  12.1   10.4   10.82   0.     0.    10.766 21.14  11.15   0.
  10.336  0.     0.    10.39   0.     0.   ]]; [7108.9897]
552; [[ 9.3    9.16   9.33   9.36   0.     0.     9.18  18.52   9.7    0.
   9.336  0.     0.     9.36   0.     0.   ]]; [5378.109]
553; [[ 1.847   14.086    0.       1.604    0.       0.       8.195    8.625
   0.6704   0.       0.4482   0.       0.       0.03467  0.       0.     ]]; [834.9684]
554; [[ 7.32  11.59   6.883  7.355  0.     0.    11.7   18.61   7.855  0.
   6.9    0.     0.     6.9    0.     0.   ]]; [4594.9497]
555; [[ 7.32  11.59   6.883  7.355  0.     0.    11.7   18.61   7.855  0.
   6.9    0.     0.     6.9    0.     0.   ]]; [0.]
556; [[ 7.32  11.59   6.883  7.355  0.     0.    11.7   18.61   7.855  0.
   6.9    0.     0.     6.9    0.     0.   ]]; [0.]
557; [[6.2188e+00 8.4531e+00 8.1016e+00 6.1914e+00 1.1444e-04 1.1444e-04
  9.3281e+00 1.7234e+01 5.7930e+00 1.1444e-04 4.7852e+00 1.1444e-04
  1.1444e-04 7.8789e+00 1.1444e-04 1.1444e-04]]; [3633.4248]
558; [[ 0.4656  10.08    10.03     0.4658   0.       0.       9.18    18.53
   0.4658   0.       0.06238  0.       0.       9.38     0.       0.     ]]; [2382.8184]
